Rostov,Rostov,1980.??.??,?,"Ehlvest, Jaan","Ryskin, Alexander",,,C91,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d4', 'Bg4'], ['Be3', 'exd4'], ['cxd4', 'Na5'], ['Bc2', 'c5'], ['dxc5', 'dxc5'], ['Nbd2', 'Nd7'], ['Qb1', 'Nc6\n'], ['e5', 'h6'], ['Be4', 'Rc8'], ['Bf5', 'Bxf5'], ['Qxf5', 'Nb6'], ['Ne4', 'Qd7'], ['Qh5', 'Nb4'], ['Nf6+', 'gxf6\n'], ['Bxh6', 'Qd3'], ['exf6', 'Bxf6'], ['Ne5', 'Qh7'], ['Re3', 'Bxe5'], ['Rxe5', 'Rc6'], ['Rg5+', 'Rg6'], ['Bxf8', 'Qxh5\n'], ['Rxh5', 'Kxf8'], ['Rxc5', 'Re6'], ['h4', 'Re2'], ['a3', 'Nd3'], ['Rc6', 'Nc4'], ['b3', 'Nce5'], ['Rxa6', 'Rxf2\n'], ['a4', 'Rb2'], ['Rf1', 'Rxb3'], ['a5', 'Ra3'], ['Ra8+', 'Kg7'], ['a6', 'b4'], ['a7', 'b3'], ['Rb8', 'Rxa7\n'], ['Rxb3', 'Ra4'], ['Rd1', 'Rd4'], ['g3', 'Rd6'], ['Kg2', 'Kg6'], ['Ra3', 'f5'], ['Kf1', 'Rd4'], ['Ra6+', 'Kh5\n'], ['Ra5', 'Re4'], ['Rxd3', 'Nxd3'], ['Rxf5+', 'Kg4'], ['Ra5', 'Kh3'], ['Ra1', 'Kxg3'], ['h5', 'Kf3'], ['Rd1', 'Nf4\n'], ['Rd8', 'Nxh5'], ['Rd3+', 'Kg4'], ['Kf2', 'Nf4'], ['Rg3+', 'Kf5']]",1/2-1/2
Vladimir Petrov Memorial,Jurmala LAT,2013.02.17,13.2,"Ivanchuk,V","Ehlvest,J",,,C62,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'd6'], ['d4', 'Bd7'], ['d5', 'Nb8'], ['c4', 'Nf6'], ['Nc3', 'Be7'], ['Bxd7+', 'Nbxd7\n'], ['Be3', 'g6'], ['h3', 'Nh5'], ['O-O', 'O-O'], ['Rc1', 'Ng7'], ['b4', 'f5'], ['c5', 'f4'], ['cxd6', 'cxd6'], ['Bd2', 'a6\n'], ['b5', 'g5'], ['bxa6', 'bxa6'], ['Ne1', 'h5'], ['Nd3', 'a5'], ['g4', 'f3'], ['Ne1', 'hxg4'], ['hxg4', 'Nf6\n'], ['Qxf3', 'Qd7'], ['Qh3', 'Nxg4'], ['Kg2', 'Kf7'], ['f3', 'Nf6'], ['Qxd7', 'Nxd7'], ['Nd3', 'a4'], ['Rb1', 'Ra7\n'], ['Nb5', 'Raa8'], ['Nc3', 'Ra7'], ['Rb4', 'Nh5'], ['Rfb1', 'Nf4+'], ['Bxf4', 'exf4'], ['Nb5', 'Ra5'], ['Nd4', 'Nc5\n'], ['Nc6', 'Nxd3'], ['Rb7', 'Rc5'], ['Rxe7+', 'Kg6'], ['Re6+', 'Kg7'], ['Nd4', 'g4'], ['Rxd6', 'gxf3+'], ['Kxf3', 'Ne5+\n'], ['Kf2', 'Rc4'], ['Ne6+', 'Kf7'], ['Rb7+', '']]",1-0
Vladimir Petrov Memorial,Jurmala LAT,2013.02.17,14.4,"Fier,A","Ehlvest,J",,,D37,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'Nbd7'], ['c5', 'Ne4'], ['Nxe4', 'dxe4\n'], ['Ne5', 'Nxe5'], ['Bxe5', 'b6'], ['Qc2', 'bxc5'], ['Qxe4', 'Rb8'], ['dxc5', 'Bxc5'], ['Bc3', 'f5'], ['Qc4', 'Qe7\n'], ['Be2', 'Bb7'], ['Rd1', 'Bd5'], ['Qf4', '']]",1/2-1/2
15th Dubai Open 2013,Dubai UAE,2013.04.07,1.14,"Elnemr,Mohamed","Ehlvest,J",,,E10,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'd5'], ['g3', 'Bb4+'], ['Bd2', 'Bd6'], ['Bg2', 'O-O'], ['O-O', 'c6'], ['Bg5', 'Nbd7\n'], ['cxd5', 'exd5'], ['Nc3', 'h6'], ['Bf4', 'Qe7'], ['Bxd6', 'Qxd6'], ['Nh4', 'Re8'], ['Qd3', 'Nf8'], ['a3', 'Qe6\n'], ['e3', 'Ne4'], ['Rae1', 'Qe7'], ['f3', 'Nd6'], ['e4', 'g5'], ['Nf5', 'Bxf5'], ['exf5', 'Qxe1'], ['Rxe1', 'Rxe1+\n'], ['Kf2', 'Rae8'], ['b3', 'R1e3'], ['Qd2', 'Nxf5'], ['Bh3', 'Nd6'], ['Bf1', 'R3e6'], ['Bd3', 'Nd7'], ['Kg2', 'Kg7\n'], ['a4', 'Nf6'], ['a5', 'g4'], ['fxg4', 'Nxg4'], ['Kh3', 'Nf6'], ['Na4', 'Nde4'], ['Qc2', 'a6'], ['Nc5', 'Nxc5\n'], ['dxc5', 'd4'], ['Bc4', 'Re5'], ['Qf2', 'Rh5+'], ['Kg2', 'Rxh2+']]",0-1
15th Dubai Open 2013,Dubai UAE,2013.04.08,2.14,"Ehlvest,J","Sagar,S",,,B36,"[['c4', 'c5'], ['Nf3', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['e4', 'Nf6'], ['Nc3', 'd6'], ['f3', 'Bg7'], ['Be3', 'O-O\n'], ['Qd2', 'Nxd4'], ['Bxd4', 'Bd7'], ['Be2', 'Bc6'], ['O-O', 'Nd7'], ['Be3', 'a5'], ['b3', 'Nc5'], ['Rab1', 'e6\n'], ['Kh1', 'Be5'], ['Qe1', 'Qf6'], ['Nd1', 'Rfd8'], ['Nf2', 'h5'], ['Nh3', 'Qe7'], ['Qf2', 'Bf6'], ['Rfd1', 'e5\n'], ['Bf1', 'a4'], ['b4', 'Ne6'], ['Ng1', 'Bg5'], ['Bb6', 'Rdc8'], ['Ne2', 'Qf8'], ['Nc3', 'a3'], ['Nd5', 'Qg7\n'], ['h4', 'Bd8'], ['Be3', 'Bxd5'], ['Rxd5', 'Be7'], ['g3', 'Qf8'], ['Rbd1', 'Rc6'], ['f4', 'exf4'], ['gxf4', 'Qd8\n'], ['c5', 'Bxh4'], ['Qg2', 'Qf6'], ['f5', 'Nc7'], ['Rxd6', 'Qg7'], ['b5', 'Rxd6'], ['cxd6', 'Ne8'], ['d7', 'Nc7\n'], ['b6', 'Na6'], ['Bg5', 'Bxg5'], ['Qxg5', '']]",1-0
15th Dubai Open 2013,Dubai UAE,2013.04.09,3.8,"Paehtz,E","Ehlvest,J",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['f4', 'a6'], ['Nxc6', 'Qxc6'], ['Bd3', 'b5\n'], ['Qe2', 'Bb7'], ['Bd2', 'Rc8'], ['a3', 'Bc5'], ['O-O-O', 'b4'], ['axb4', 'Bxb4'], ['Qg4', 'Kf8'], ['Qh4', 'Nf6\n'], ['Rhe1', 'Be7'], ['Qh3', 'h5'], ['Rf1', 'Kg8'], ['Rde1', 'Bb4'], ['Qg3', 'Qc5'], ['Qg5', 'Qxg5'], ['fxg5', 'Ng4\n'], ['e5', 'Nxh2'], ['Rf4', 'Be7'], ['Rd4', 'Bc6'], ['b4', 'Rb8'], ['Ne4', 'Ng4'], ['Bxa6', 'Nxe5'], ['Nd6', 'f6\n'], ['Nc8', 'Bf8'], ['gxf6', 'gxf6'], ['Nd6', 'h4'], ['b5', 'Bxg2'], ['Rxe5', 'Bxd6'], ['Re2', 'Ba3+'], ['Kb1', 'h3\n'], ['Rxd7', 'Bc6'], ['Rc7', 'h2']]",0-1
15th Dubai Open 2013,Dubai UAE,2013.04.10,4.6,"Ehlvest,J","Salem,AR",,,A36,"[['c4', 'c5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nc3', 'Nc6'], ['e4', 'd6'], ['Nge2', 'e6'], ['O-O', 'h5'], ['h3', 'Nge7\n'], ['d3', 'O-O'], ['Rb1', 'Rb8'], ['a3', 'b6'], ['b4', 'Bb7'], ['Bg5', 'Qd7'], ['Qd2', 'Kh7'], ['g4', 'hxg4'], ['hxg4', 'Rh8\n'], ['f4', 'f6'], ['Bh4', 'Kg8'], ['Bf2', 'e5'], ['f5', 'Nd4'], ['bxc5', 'dxc5'], ['Be3', 'gxf5'], ['gxf5', 'Kf7\n'], ['Nd5', 'Rbg8'], ['Kf2', 'Nxd5'], ['cxd5', 'Bf8'], ['Rh1', 'Qa4'], ['Bxd4', 'cxd4'], ['Qa2', 'Bd6'], ['Bf3', 'Ba6\n'], ['Qd2', 'Qa5'], ['Qc2', 'Rc8'], ['Rxh8', 'Rxh8'], ['Qc6', 'Rd8'], ['Bh5+', 'Kf8'], ['Qc1', 'Ke7'], ['Qh6', 'Rf8\n'], ['Rc1', 'Bb5'], ['Qg7+', 'Kd8'], ['Bf7', 'Be7'], ['Be6', '']]",1-0
15th Dubai Open 2013,Dubai UAE,2013.04.11,5.2,"Rakhmanov,Ale","Ehlvest,J",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Nbd2', 'Bg7'], ['e4', 'd6'], ['Bd3', 'O-O'], ['O-O', 'Nc6'], ['Re1', 'Nd7'], ['c3', 'e5\n'], ['Nb3', 'a5'], ['a4', 'Nf6'], ['Bc2', 'Re8'], ['Bg5', 'h6'], ['Bh4', 'Qe7'], ['Nbd2', 'Qf8'], ['dxe5', 'Nxe5\n'], ['Nd4', 'c6'], ['Nf1', 'Ned7'], ['Qf3', 'd5'], ['exd5', 'Nxd5'], ['Rxe8', 'Qxe8'], ['Bg3', 'Ne5'], ['Qd1', 'Nc4\n'], ['Bb3', 'Ncb6'], ['Qd2', 'Bd7'], ['Re1', 'Qf8'], ['Ne3', 'Re8'], ['h3', 'h5'], ['Nxd5', 'Nxd5'], ['Rxe8', 'Qxe8\n'], ['Nf3', 'Be6'], ['Nd4', 'Bd7'], ['Nf3', 'Be6'], ['Qe1', 'Qd8'], ['Be5', 'Nf4'], ['Bc2', 'Bh6'], ['Bxf4', 'Bxf4\n'], ['Bxg6', 'Qb6'], ['Nd4', 'Qxb2'], ['Nxe6', 'Qc1'], ['Qxc1', 'Bxc1'], ['Nd8', '']]",1-0
15th Dubai Open 2013,Dubai UAE,2013.04.13,6.11,"Ehlvest,J","Shoker,S",,,A16,"[['c4', 'Nf6'], ['Nc3', 'd6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['e4', 'O-O'], ['Nge2', 'c5'], ['O-O', 'Nc6'], ['d3', 'a6\n'], ['Rb1', 'Ne8'], ['Be3', 'Nc7'], ['d4', 'b6'], ['d5', 'Na5'], ['b3', 'b5'], ['Qd3', 'e6'], ['dxe6', 'Bxe6'], ['Nd5', 'Nc6\n'], ['f4', 'Rb8'], ['Qd2', 'f5'], ['Rfd1', 'Re8'], ['Nxc7', 'Qxc7'], ['Qxd6', 'Qxd6'], ['Rxd6', 'Nb4'], ['cxb5', 'fxe4\n'], ['Bxc5', 'Nxa2'], ['bxa6', 'Bg4'], ['a7', 'Rbc8'], ['Rd2', 'Bxe2'], ['Rxa2', 'Bd3'], ['Rd1', 'Rxc5'], ['a8=Q', 'Bd4+\n'], ['Kh1', 'Rxa8'], ['Rxa8+', 'Kf7'], ['Ra4', 'Bf2'], ['Bxe4', 'Bb5'], ['Ra2', 'Be3'], ['h4', 'Rc3'], ['Rc2', '']]",1-0
15th Dubai Open 2013,Dubai UAE,2013.04.13,7.4,"Ehlvest,J","Laznicka,V",,,B93,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f4', 'e5'], ['Nf3', 'Qc7'], ['a4', 'Be7\n'], ['Bd3', 'Nbd7'], ['O-O', 'b6'], ['Kh1', 'Bb7'], ['Qe1', 'O-O'], ['Nh4', 'g6'], ['f5', 'Kg7'], ['Bg5', 'Rae8\n'], ['Qd2', 'Ng8'], ['Bxe7', 'Rxe7'], ['fxg6', 'fxg6'], ['Nd5', 'Bxd5'], ['exd5', 'a5'], ['Bxg6', 'hxg6\n'], ['Qg5', 'Qxc2'], ['Rfc1', 'Ref7'], ['h3', 'Qd3'], ['Ra3', 'Qe4'], ['Rg3', 'Rf6'], ['Rg4', 'Rf4'], ['Rc4', 'Rxg4\n'], ['hxg4', 'Rf1+'], ['Kh2', 'Qxc4'], ['Qxg6+', 'Kf8'], ['Qxd6+', 'Ke8'], ['Qg6+', 'Kd8'], ['Qxg8+', 'Rf8\n'], ['Qg5+', '']]",0-1
15th Dubai Open 2013,Dubai UAE,2013.04.14,8.11,"Khotenashvili,B","Ehlvest,J",,,B06,"[['d4', 'g6'], ['e4', 'd6'], ['Nc3', 'Bg7'], ['Be3', 'c6'], ['Qd2', 'b5'], ['Bd3', 'Nd7'], ['Nf3', 'Qc7'], ['O-O', 'Ngf6\n'], ['Bh6', 'O-O'], ['Ne2', 'e5'], ['Ng3', 'Re8'], ['Bxg7', 'Kxg7'], ['Qg5', 'Nf8'], ['dxe5', 'dxe5'], ['a4', 'Rb8\n'], ['Nh4', 'Ng8'], ['axb5', 'cxb5'], ['Qe3', 'a6'], ['f4', 'exf4'], ['Rxf4', 'Qb6'], ['Qf2', 'Nh6'], ['Rf1', 'Be6\n'], ['h3', 'Nd7'], ['Kh2', 'Qxf2'], ['R4xf2', 'f6'], ['Ra1', 'Rb6'], ['Nf3', 'Nf7'], ['Ne2', 'Nfe5'], ['Nf4', 'Bf7\n'], ['Nxe5', 'Nxe5'], ['Bf1', 'Rd6'], ['Nd5', 'Rb8'], ['Nb4', 'Rbb6'], ['Nd3', 'Nd7'], ['b3', 'Re6'], ['Re2', 'Re8\n'], ['Ree1', 'g5'], ['g3', 'Bg6'], ['Bg2', 'Rbe6'], ['Kg1', 'Rc8'], ['Ra2', 'h5'], ['h4', 'Rce8'], ['hxg5', 'fxg5\n'], ['Rd1', 'Rd6'], ['Rda1', 'Bxe4'], ['Bxe4', 'Rxe4'], ['Rxa6', 'Rxa6'], ['Rxa6', 'Nf6'], ['Ra7+', 'Kg6\n'], ['Rb7', 'Re3'], ['Rxb5', 'Rxg3+'], ['Kh2', 'h4'], ['Ne5+', 'Kh5'], ['c4', 'Re3'], ['Nf7', 'Ng4+'], ['Kg1', 'Re1+\n'], ['Kg2', 'Re2+'], ['Kg1', 'h3'], ['Rxg5+', 'Kh4'], ['Rxg4+', 'Kxg4'], ['Nd6', 'h2+']]",0-1
15th Dubai Open 2013,Dubai UAE,2013.04.15,9.10,"Ehlvest,J","Grover,S",,,D43,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'c6'], ['cxd5', 'exd5'], ['Qc2', 'g6'], ['Bg5', 'Be7'], ['e4', 'dxe4\n'], ['Bxf6', 'Bxf6'], ['Qxe4+', 'Kf8'], ['Bc4', 'Kg7'], ['O-O', 'Re8'], ['Qf4', 'Be6'], ['Bxe6', 'Rxe6'], ['Rfe1', 'Rxe1+\n'], ['Rxe1', 'Nd7'], ['Ne4', 'Be7'], ['Nd6', 'Bxd6'], ['Qxd6', 'Nf6'], ['Qe7', 'Qd7'], ['Ng5', 'Re8'], ['Ne6+', 'Kg8\n'], ['Qxf6', 'fxe6'], ['Qe5', 'Rd8'], ['g3', 'Kf7'], ['Re4', 'Qd6'], ['Qg5', 'Rd7'], ['b3', 'Kg7'], ['Qe3', 'Kf7\n'], ['Qh6', 'Kg8'], ['Qh3', 'Qd5'], ['Qg4', 'Qf5'], ['Qe2', 'Qd5'], ['h4', 'Rd6'], ['Qe3', 'Kg7'], ['Kh2', 'a5\n'], ['a3', 'Kg8'], ['f3', 'b6'], ['g4', 'Kg7'], ['Kg3', 'Kg8'], ['h5', 'gxh5'], ['Qh6', 'Rd7'], ['Rxe6', 'Rd8\n'], ['Re5', 'Qd6'], ['Qxh5', 'Kh8'], ['Qg5', 'Rf8'], ['Qe7', 'Rd8'], ['Qxd6', 'Rxd6'], ['Re4', 'Kg7'], ['Kf4', 'Kf6\n'], ['Ke3', 'Rd5'], ['a4', 'h6'], ['Re8', 'c5'], ['dxc5', 'Rxc5'], ['Kd4', 'Rc6'], ['f4', 'Kf7'], ['Rb8', 'Rg6\n'], ['Rb7+', 'Ke8'], ['Ke5', 'Rxg4'], ['Rxb6', 'h5'], ['Rh6', 'Rg3'], ['Rxh5', 'Rxb3'], ['Rh8+', 'Ke7'], ['Rh7+', 'Kf8\n'], ['Ra7', '']]",1-0
National Open 2013,Las Vegas USA,2013.06.07,2,"Adithya,B","Ehlvest,J",,,A00,"[['g3', 'd5'], ['Bg2', 'c6'], ['c4', 'Nf6'], ['Nf3', 'dxc4'], ['a4', 'g6'], ['Na3', 'Bg7'], ['Nxc4', 'O-O'], ['O-O', 'Be6\n'], ['d3', 'Nd5'], ['Bd2', 'c5'], ['Ng5', 'Bc8'], ['Ne4', 'Na6'], ['Qb3', 'h6'], ['Ncd6', 'Be6'], ['Qxb7', 'Ndb4\n'], ['Bxb4', 'Nxb4'], ['Nb5', 'a6'], ['Nc7', 'Rb8'], ['Nxe6', 'fxe6'], ['Qa7', 'Bd4'], ['e3', 'Ra8'], ['Qb7', '']]",1/2-1/2
National Open 2013,Las Vegas USA,2013.06.08,3,"Ehlvest,J","Homa,S",,,D11,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Bg4'], ['Qb3', 'Qb6'], ['cxd5', 'Qxb3'], ['axb3', 'Nxd5'], ['Ne5', 'Be6\n'], ['Nc3', 'Nd7'], ['Nd3', 'f5'], ['b4', 'a6'], ['Bd2', 'g6'], ['b5', 'cxb5'], ['Nxb5', 'Rc8'], ['Nc3', 'Bg7\n'], ['Be2', 'Nxc3'], ['bxc3', 'Bc4'], ['Rb1', 'b5'], ['Ra1', 'e5'], ['Nb4', 'O-O'], ['Rxa6', 'f4'], ['Nc6', 'Kh8\n'], ['Bxc4', 'bxc4'], ['O-O', 'Rf6'], ['Ra7', 'Rd6'], ['Nb4', 'Nf6'], ['Rfa1', 'Ne4'], ['Be1', 'fxe3'], ['fxe3', 'Bh6\n'], ['Nc2', 'exd4'], ['exd4', 'Rb6'], ['Re7', 'Nf6'], ['Nb4', 'Bf8'], ['Re5', 'Bd6'], ['Rea5', 'Bxb4'], ['cxb4', 'c3\n'], ['Ra8', 'Rxa8'], ['Rxa8+', 'Kg7'], ['Ra7+', 'Kg8'], ['Bxc3', 'Nd5'], ['Bd2', 'Nxb4'], ['Bh6', 'g5'], ['Bxg5', 'Rd6\n'], ['Ra8+', 'Kf7'], ['Rd8', 'Rxd8'], ['Bxd8', 'Nc2'], ['Bb6', 'Ke6'], ['Kf2', 'Kd5'], ['Kg3', 'Ke4'], ['Kh4', 'Ne1\n'], ['g4', 'Nf3+'], ['Kg3', 'Nd2'], ['h3', 'Nc4'], ['Bc5', 'Ne3'], ['Kh4', 'Kf3'], ['Bd6', 'Kg2'], ['Be5', 'Nd5\n'], ['g5', 'Ne3'], ['Bf6', 'Kf3'], ['Kh5', 'Nf5'], ['d5', 'Kf4'], ['g6', 'Ng3+'], ['Kh6', 'hxg6'], ['Kxg6', 'Nf5\n'], ['Kf7', 'Nd6+'], ['Ke6', 'Ne4'], ['d6', 'Nc5+'], ['Ke7', 'Kf5'], ['h4', 'Kg6'], ['Bg5', '']]",1-0
National Open 2013,Las Vegas USA,2013.06.08,4,"Corrales Jimenez,F","Ehlvest,J",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['Be2', 'a6'], ['O-O', 'Nf6'], ['Be3', 'Be7\n'], ['f4', 'd6'], ['Kh1', 'Bd7'], ['a4', 'O-O'], ['Qe1', 'd5'], ['e5', 'Ne4'], ['Nxe4', 'dxe4'], ['c3', 'Nxd4\n'], ['Bxd4', 'Bc5'], ['Bg4', 'Bxd4'], ['cxd4', 'Rad8'], ['b3', 'Bc6'], ['Qe3', 'f5'], ['Be2', 'Bd5'], ['a5', 'Qe7\n'], ['Rfc1', 'Qb4'], ['Bc4', 'Rc8'], ['Ra4', 'Qxa4'], ['bxa4', 'Rxc4'], ['Rxc4', 'Bxc4'], ['h3', 'Rc8'], ['Kh2', 'Bd5\n'], ['g4', 'g6'], ['Kg3', 'h6'], ['Kh4', 'Rf8'], ['Qc1', 'fxg4'], ['Kxg4', 'Kg7'], ['h4', 'h5+'], ['Kg3', 'Rf7\n'], ['Kf2', 'Rf8'], ['Ke3', 'Rf7'], ['Qc8', '']]",1/2-1/2
National Open 2013,Las Vegas USA,2013.06.09,5,"Ehlvest,J","Finegold,B",,,D94,"[['c4', 'c6'], ['Nf3', 'd5'], ['e3', 'Nf6'], ['Nc3', 'g6'], ['d4', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'Bg4'], ['h3', 'Bxf3\n'], ['Qxf3', 'e6'], ['Rd1', 'Nbd7'], ['Bd2', 'a5'], ['Be1', 'Qb8'], ['Rac1', 'Ne8'], ['Qe2', 'Nd6'], ['b3', 'Re8\n'], ['Qc2', 'Rc8'], ['a4', 'Re8'], ['Ne2', 'Qa7'], ['Nf4', 'dxc4'], ['Bxc4', 'Nxc4'], ['bxc4', 'e5'], ['dxe5', 'Nxe5\n'], ['Bc3', 'Rad8'], ['Bd4', 'Qa6'], ['c5', 'Rd7'], ['Ne2', 'Rde7'], ['Ng3', 'Nd7'], ['Bxg7', 'Kxg7'], ['Rd4', 'Nf6\n'], ['e4', 'h5'], ['h4', 'Ng4'], ['Qd2', 'Qa8'], ['Rd6', 'Kh7'], ['Rd1', 'Qc8'], ['f3', 'Nh6'], ['Nxh5', 'Ng8\n'], ['Ng3', 'Re5'], ['h5', 'gxh5'], ['Qf4', 'Kg7'], ['Nf5+', '']]",1-0
National Open 2013,Las Vegas USA,2013.06.09,6,"Gelashvili,T","Ehlvest,J",,,B23,"[['e4', 'c5'], ['Nc3', 'a6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['d3', 'e6'], ['f4', 'Nf6'], ['Nf3', 'd5'], ['e5', 'Nfd7'], ['O-O', 'Be7\n'], ['Ne2', 'Nc6'], ['c3', 'b4'], ['g4', 'h5'], ['gxh5', 'Rxh5'], ['Ng3', 'Rh8'], ['f5', 'Qb6'], ['fxe6', 'fxe6\n'], ['Ng5', 'Ncxe5'], ['d4', 'cxd4'], ['cxd4', 'Bf6'], ['Kh1', 'Nf7'], ['Nxe6', 'Qxe6'], ['Re1', 'Nfe5'], ['dxe5', 'Nxe5\n'], ['Bf4', 'Kf7'], ['Qe2', 'Rxh2+'], ['Kxh2', 'Ng4+'], ['Kg1', 'Bd4+']]",0-1
47th Ilmar Raud Mem,Viljandi EST,2013.07.02,3.13,"Kanep,S","Ehlvest,J",,,D60,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Nbd7'], ['Bg5', 'Be7'], ['e3', 'O-O'], ['Bd3', 'h6'], ['Bh4', 'dxc4\n'], ['Bxc4', 'a6'], ['a4', 'b6'], ['O-O', 'Bb7'], ['Qe2', 'c5'], ['Rfd1', 'cxd4'], ['exd4', 'Re8'], ['Ne5', 'Nf8\n'], ['Rac1', 'Nd5'], ['Bxe7', 'Rxe7'], ['Qd2', 'Nh7'], ['Nxd5', 'Bxd5'], ['Bxd5', 'Qxd5'], ['Qb4', 'Rb7\n'], ['Rc6', 'a5'], ['Qc4', 'Nf6'], ['Rc8+', 'Rxc8'], ['Qxc8+', 'Kh7'], ['Rc1', 'Ne4'], ['Nc4', 'Qd7'], ['Qxd7', 'Rxd7\n'], ['f3', 'Nf6'], ['Nxb6', 'Rxd4'], ['Nc4', 'Rd5'], ['Nb6', 'Rd6'], ['Nc4', 'Rc6'], ['Rc3', 'Nd5'], ['Nxa5', 'Rxc3\n'], ['bxc3', 'Nxc3'], ['Nc4', 'Nxa4'], ['Ne5', 'f6'], ['Nd3', 'Nc3'], ['Kf2', 'Nd5'], ['g3', 'g5'], ['Nc5', 'e5\n'], ['Nd3', 'Kg6'], ['Nc5', 'h5'], ['h3', 'Ne7'], ['Ne6', 'Nf5'], ['g4', 'Ne7'], ['gxh5+', 'Kxh5'], ['Ng7+', 'Kg6\n'], ['Ne6', 'f5'], ['Kg3', 'Nc6'], ['Nc5', 'Nd4'], ['Nd7', 'e4'], ['fxe4', 'fxe4'], ['Ne5+', 'Kf5'], ['Nc4', 'Nf3\n'], ['Ne3+', 'Ke5'], ['Kf2', 'Kd4'], ['Nf1', 'Kd3'], ['Ng3', 'Nd4'], ['Nf1', 'Nf5'], ['Nh2', 'e3+'], ['Ke1', 'Nd4']]",0-1
47th Ilmar Raud Mem,Viljandi EST,2013.07.03,4.7,"Ehlvest,J","Fomina,T",,,A20,"[['c4', 'e5'], ['g3', 'f5'], ['Bg2', 'Nf6'], ['a3', 'g6'], ['Nc3', 'Bg7'], ['e3', 'O-O'], ['Nge2', 'Nc6'], ['O-O', 'Ne7\n'], ['d3', 'g5'], ['f4', 'exf4'], ['gxf4', 'g4'], ['e4', 'd6'], ['Ng3', 'h5'], ['e5', 'dxe5'], ['fxe5', 'Qd4+\n'], ['Kh1', 'Qxe5'], ['Nb5', 'Qc5'], ['Re1', 'Ned5'], ['a4', 'c6'], ['d4', 'Qb6'], ['Nd6', 'f4'], ['Nxc8', 'Raxc8\n'], ['Nf5', 'f3'], ['Bf1', 'Ne4'], ['Qc2', 'Rxf5'], ['Qxe4', 'Rcf8'], ['Qe6+', 'Kh8'], ['cxd5', 'cxd5'], ['Qxb6', 'axb6\n'], ['Bd3', 'f2'], ['Rf1', 'Rf3'], ['Be2', 'Rh3'], ['Ra3', 'Rxa3'], ['bxa3', 'Bxd4'], ['Bg5', 'Bc5'], ['Bh4', 'Rf4\n'], ['Bb5', 'Rf3'], ['Kg2', 'Rxa3'], ['Bg3', 'Kg7'], ['Rd1', 'Ra2'], ['Rxd5', 'h4'], ['Bxh4', 'f1=Q+'], ['Kxf1', 'Rxh2\n'], ['Bg3', 'Ra2'], ['Rg5+', 'Kf6'], ['Rxg4', 'Kf5'], ['Bd7+', 'Kf6'], ['Re4', 'Kg6'], ['Re2', 'Ra3'], ['Kg2', 'Kf6\n'], ['Bh4+', 'Kf7'], ['Be8+', 'Kg7'], ['Bb5', 'Kf7'], ['Bg3', 'Kf6'], ['Rd2', 'Kf5'], ['Rd3', 'Ra1'], ['Rd7', 'Ke4\n'], ['Rxb7', 'Ra2+'], ['Kh3', 'Ra1'], ['Rd7', 'Rh1+'], ['Kg2', 'Rg1+'], ['Kh2', 'Ra1'], ['Bc6+', 'Ke3'], ['Kg2', 'Ke2\n'], ['Bb5+', 'Ke3'], ['Bf2+', 'Ke4'], ['Bc6+', 'Kf4'], ['Rd2', 'Rc1'], ['Bb5', 'Ke4'], ['Ra2', 'Kd5'], ['Bxc5', 'Kxc5\n'], ['Kf3', 'Kb4'], ['Ke4', 'Ka5'], ['Rd2', 'Rh1'], ['Kd5', 'Rc1'], ['Kd6', 'Rh1'], ['Bd7', 'Rh6+'], ['Kc7', 'Rh7\n'], ['Rd5+', 'Ka6'], ['Re5', 'Rg7'], ['Kd6', 'Rg1'], ['Bc8+', 'Ka7'], ['Re7+', 'Kb8'], ['Ba6', 'Rb1'], ['Bb5', 'Rc1\n'], ['Bc6', '']]",1-0
