TCh-CHN Men,"Suzhou, Jiangsu CHN",2001.03.26,1,Ding Liren,Wu Wenjin,,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Nd6'], ['Bxc6', 'dxc6'], ['dxe5', 'Nf5'], ['Qxd8+', 'Kxd8\n'], ['Nc3', 'h6'], ['Bd2', 'Be6'], ['Rad1', 'Kc8'], ['Rfe1', 'b6'], ['a3', 'Kb7'], ['Bc1', 'Re8'], ['h3', 'c5\n'], ['Ne4', 'Ne7'], ['b3', 'a5'], ['Nc3', 'Nc6'], ['Bb2', 'c4'], ['bxc4', 'Bxc4'], ['Ne4', 'Be6'], ['Rd2', 'Be7\n'], ['Red1', 'Rd8'], ['Kf1', 'Rxd2'], ['Rxd2', 'a4'], ['Nd4', 'Nxd4'], ['Rxd4', 'b5'], ['f4', 'h5'], ['Kf2', 'Kc6\n'], ['Kf3', 'g6'], ['Ke3', 'Rd8'], ['Rxd8', 'Bxd8'], ['Kd4', 'Be7'], ['Bc1', 'Bf5'], ['Bb2', 'b4'], ['axb4', 'Bxb4\n'], ['c3', 'a3'], ['Ba1', 'Be7'], ['c4', 'Bxe4'], ['Kxe4', 'Kc5'], ['Kd3', 'Kb4'], ['g4', 'hxg4'], ['hxg4', 'Kb3\n'], ['f5', 'gxf5'], ['gxf5', 'Ka2'], ['Bc3', 'Kb1'], ['e6', 'fxe6'], ['fxe6', 'a2'], ['Ke4', 'Ba3'], ['Kd3', 'c6\n'], ['Bd4', 'a1=Q'], ['Bxa1', 'Kxa1'], ['Kd4', 'Be7'], ['c5', 'Kb2'], ['Kc4', 'Ka3']]",0-1
TCh-CHN 2018,China CHN,2018.04.11,1.6,Ding Liren,Ma Qun,,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'Bc5'], ['Bxc6', 'dxc6'], ['Nbd2', 'Be6'], ['Nb3', 'Bd6'], ['Na5', 'Rb8\n'], ['O-O', 'O-O'], ['b3', 'Qe7'], ['a4', 'Bb4'], ['Nc4', 'Bxc4'], ['bxc4', 'Nd7'], ['Bg5', 'f6'], ['Be3', 'Bc5\n'], ['Nh4', 'Bxe3'], ['fxe3', 'g6'], ['Qg4', 'Rbe8'], ['Rf3', 'Qe6'], ['Qg3', 'Kf7'], ['a5', 'b5'], ['axb6', 'axb6\n'], ['Ra7', 'Qd6'], ['Qh3', 'Ke7'], ['Rf1', 'Ra8'], ['Rxa8', 'Rxa8'], ['Nf3', 'h5'], ['Qg3', 'g5'], ['Qf2', 'Qe6\n'], ['d4', 'c5'], ['d5', 'Qg8'], ['h4', 'gxh4'], ['Nxh4', 'Ra2'], ['Nf5+', 'Kd8'], ['Qd2', 'Ra3'], ['Rf3', 'h4\n'], ['Rh3', 'Ra4'], ['Rxh4', 'Rxc4'], ['d6', 'cxd6'], ['Nxd6', 'Ra4'], ['Rh8', '']]",1-0
TCh-CHN 2018,China CHN,2018.04.12,2.2,Liu Guanchu,Ding Liren,,,C47,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['d4', 'exd4'], ['Nxd4', 'Bb4'], ['Nxc6', 'bxc6'], ['Bd3', 'O-O'], ['O-O', 'Re8\n'], ['Qf3', 'Rb8'], ['Bg5', 'Bd6'], ['Rab1', 'Be5'], ['Bf4', 'd5'], ['Bxe5', 'Rxe5'], ['Qg3', 'Re6'], ['exd5', 'cxd5\n'], ['Nb5', 'Rb7'], ['Nd4', 'Reb6'], ['b3', 'c5'], ['Nf5', 'g6'], ['Rbd1', 'Nh5'], ['Qh4', 'Qxh4'], ['Nxh4', 'Nf4\n'], ['Rfe1', 'Bg4'], ['f3', 'Be6'], ['g3', 'Nxd3'], ['Rxd3', 'c4'], ['Rd4', 'Ra6']]",0-1
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.19,1.2,Ding Liren,"Wojtaszek,R",,,A29,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nc6'], ['g3', 'Bb4'], ['Bg2', 'd6'], ['O-O', 'O-O'], ['d3', 'Re8'], ['Bd2', 'Nd4\n'], ['a3', 'Nxf3+'], ['Bxf3', 'Bxc3'], ['Bxc3', 'c6'], ['e4', 'Bh3'], ['Re1', 'c5'], ['b4', 'b6'], ['a4', 'Nd7\n'], ['a5', 'Be6'], ['Ra3', 'Rb8'], ['b5', 'Qc8'], ['axb6', 'axb6'], ['Re2', 'Ra8'], ['Rea2', 'Rxa3'], ['Rxa3', 'Qc7\n'], ['Bg2', 'Nf8'], ['f4', 'f6'], ['f5', 'Bc8'], ['Bd2', 'Bb7'], ['g4', 'h6'], ['h4', 'Nh7'], ['Bf3', 'Qe7'], ['Kf2', 'Rb8\n'], ['Qc1', 'Ra8'], ['Rxa8+', 'Bxa8'], ['Qa1', 'Bb7'], ['Qa7', 'Qc7'], ['g5', 'fxg5'], ['hxg5', 'Nxg5'], ['Bxg5', 'hxg5\n'], ['Bh5', 'Kf8'], ['Kg3', 'Ke7'], ['Kg4', 'Kd8'], ['Bg6', 'Ke7'], ['Kxg5', 'Kf8'], ['Kh5', 'Ke7'], ['Kg4', 'Kd8\n'], ['Bh7', 'Ke8'], ['Bg8', 'g6'], ['Bd5', 'gxf5+'], ['Kf3', 'fxe4+'], ['Ke3', 'Qd8'], ['Bxb7', 'Qg5+'], ['Kxe4', 'Qf4+\n'], ['Kd5', 'Qf3+'], ['Kxd6', 'Qf6+'], ['Kd5', 'Qf3+'], ['Kxe5', 'Qg3+'], ['Kf5', 'Qh3+'], ['Kf4', 'Qh4+\n'], ['Kf3', 'Qf6+'], ['Ke2', 'Qb2+'], ['Ke1', 'Qc1+'], ['Ke2', 'Qb2+'], ['Kf1', 'Qc1+'], ['Kg2', 'Qd2+'], ['Kg3', 'Qg5+\n'], ['Kf3', 'Qf6+'], ['Ke3', 'Qd4+'], ['Ke2', '']]",1/2-1/2
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.20,2.1,"Karjakin,Sergey",Ding Liren,,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d3', 'Bc5'], ['c3', 'd6'], ['O-O', 'O-O'], ['h3', 'a5'], ['Re1', 'h6'], ['Nbd2', 'Be6\n'], ['b3', 'Ba7'], ['Nf1', 'd5'], ['exd5', 'Nxd5'], ['Bd2', 'Qf6'], ['N1h2', 'Rad8'], ['Ng4', 'Bxg4'], ['hxg4', 'e4\n'], ['g5', 'hxg5'], ['Bxg5', 'Nxc3'], ['Bxf6', 'Nxd1'], ['Raxd1', 'gxf6'], ['Rxe4', 'Rfe8'], ['Rde1', 'Rxe4\n'], ['Rxe4', 'Kf8'], ['Rh4', 'Kg7'], ['Rg4+', 'Kf8'], ['Rh4', 'Kg7'], ['Rg4+', 'Kf8']]",1/2-1/2
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.21,3.4,Ding Liren,"Topalov,V",,,D45,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'c6'], ['e3', 'Nbd7'], ['Be2', 'Bd6'], ['O-O', 'O-O'], ['b3', 'b6\n'], ['Bb2', 'Bb7'], ['Qc2', 'Qe7'], ['Rfe1', 'Rfe8'], ['Rad1', 'Rad8'], ['Bf1', 'c5'], ['cxd5', 'exd5'], ['g3', 'a6\n'], ['Bg2', 'Rc8'], ['Qb1', 'h6'], ['Nh4', 'c4'], ['Nf5', 'Qf8'], ['Nxd6', 'Qxd6'], ['bxc4', 'Rxc4'], ['a4', 'Rec8\n'], ['Rc1', 'h5'], ['h3', 'Nf8'], ['Qa2', 'Ne6'], ['Qb3', 'Qd8'], ['Re2', 'Bc6'], ['Rec2', 'b5'], ['axb5', 'axb5\n'], ['Nb1', 'Ng5'], ['h4', 'Nge4'], ['Na3', 'Qe7'], ['Qd3', 'Rxc2'], ['Nxc2', 'Bd7'], ['Qa3', 'Qe8'], ['Nb4', 'Rc4\n'], ['Rxc4', 'bxc4'], ['Bc1', 'Be6'], ['Na6', 'Qb5'], ['Nc5', 'Kh7'], ['Nxe6', 'fxe6'], ['Bf1', 'Nxf2'], ['Kxf2', 'Ne4+\n'], ['Ke2', 'c3+'], ['Ke1', 'Qb1'], ['Bg2', 'Qc2'], ['Bxe4+', 'dxe4'], ['Kf1', 'Kg6'], ['Kg1', 'Kh7'], ['Kh1', 'Kh6\n'], ['Kg1', 'Kg6'], ['Kh1', 'Qd1+'], ['Kh2', 'Qe2+'], ['Kg1', 'Qd1+'], ['Kh2', 'Qe2+'], ['Kg1', 'Qe1+'], ['Kg2', 'Qe2+']]",1/2-1/2
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.22,4.1,"Giri,A",Ding Liren,,,A15,"[['c4', 'Nf6'], ['Nf3', 'e6'], ['b3', 'd5'], ['Bb2', 'c5'], ['cxd5', 'exd5'], ['g3', 'Nc6'], ['Bg2', 'd4'], ['O-O', 'Be7\n'], ['Na3', 'O-O'], ['Nc4', 'Be6'], ['e3', 'Rc8'], ['exd4', 'cxd4'], ['Re1', 'Bd5'], ['Nce5', 'Nxe5'], ['Nxe5', 'Re8\n'], ['Bf3', 'Bc5'], ['Rc1', 'Qd6'], ['Nd3', 'Rxe1+'], ['Nxe1', 'Re8'], ['Nd3', 'Bb6'], ['Nf4', 'Bxf3'], ['Qxf3', 'Qd7\n'], ['h4', 'h6'], ['Ng2', 'Ng4'], ['Re1', 'Ne5'], ['Qe4', 'Re6'], ['Ba1', 'Ng4'], ['Qd3', 'Ne5'], ['Qe4', 'g6\n'], ['Rf1', 'f5'], ['Qf4', 'Qd5'], ['f3', 'Kg7'], ['g4', 'Rf6'], ['g5', 'hxg5'], ['hxg5', 'Re6'], ['Qg3', 'Nd3\n'], ['Nf4', 'Nxf4'], ['Qxf4', 'Kf7'], ['Qh4', 'Ke7'], ['Qh7+', 'Kd6'], ['Bb2', 'f4'], ['Kh1', 'Qxg5'], ['Ba3+', 'Kc6\n'], ['Rc1+', 'Kb5'], ['Qxb7', 'Qh4+'], ['Kg1', 'Re1+'], ['Rxe1', 'Qxe1+'], ['Kg2', 'Qxd2+'], ['Kh3', 'Qc2\n'], ['Qd5+', 'Ka6'], ['Bd6', 'Qc8+'], ['Kg2', 'Qc2+'], ['Kh3', 'Qc1'], ['Kg4', 'Qg1+'], ['Kxf4', 'Qh2+'], ['Kg4', 'Qh5+\n'], ['Qxh5', 'gxh5+'], ['Kxh5', 'd3'], ['Bf4', 'Ba5'], ['Kg4', 'Kb5'], ['Kf5', 'd2'], ['Bxd2', 'Bxd2'], ['f4', 'Kb4\n'], ['Ke4', 'Kc5'], ['Ke5', 'Kc6'], ['f5', 'Bb4'], ['Ke6', 'Ba3'], ['f6', 'a5'], ['Kf7', 'Kd7']]",1/2-1/2
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.23,5.5,Ding Liren,"Radjabov,T",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'Nbd7'], ['c5', 'Nh5'], ['Bd3', 'Nxf4\n'], ['exf4', 'b6'], ['b4', 'a5'], ['a3', 'c6'], ['O-O', 'Qc7'], ['g3', 'Ba6'], ['Qe2', 'Bxd3'], ['Qxd3', 'Ra7\n'], ['Rfc1', 'Rfa8'], ['cxb6', 'Qxb6'], ['b5', 'a4'], ['f5', 'c5'], ['fxe6', 'fxe6'], ['dxc5', 'Nxc5'], ['Qe3', 'Rb7\n'], ['Rab1', 'Nb3'], ['Qxb6', 'Rxb6'], ['Rc2', 'Bf6'], ['Nxa4', 'Rxb5'], ['Nc3', 'Rb7'], ['Ne2', 'Rab8'], ['Nf4', 'Nd4\n'], ['Rxb7', 'Nxf3+'], ['Kg2', 'Ne1+'], ['Kf1', 'Rxb7'], ['Kxe1', 'Kf7'], ['a4', 'Ra7'], ['Ra2', 'g5'], ['Nd3', 'Ke7\n'], ['f4', 'gxf4'], ['gxf4', 'Kd6'], ['Ke2', 'Bc3'], ['Ke3', 'Ba5']]",1/2-1/2
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.25,6.1,Ding Liren,"Mamedyarov,S",,,D60,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'd5'], ['d4', 'Be7'], ['Bg5', 'O-O'], ['e3', 'Nbd7'], ['Be2', 'h6'], ['Bh4', 'c5\n'], ['cxd5', 'Nxd5'], ['Bxe7', 'Nxe7'], ['O-O', 'cxd4'], ['Nxd4', 'Nf6'], ['Qb3', 'Qa5'], ['a3', 'Rd8'], ['Qb4', 'Qxb4\n'], ['axb4', 'Nc6'], ['Nc2', 'Rd2'], ['Rfc1', 'Nd5'], ['Nxd5', 'exd5'], ['b5', 'Rxe2'], ['bxc6', 'd4'], ['exd4', 'bxc6\n'], ['Kf1', 'Re4'], ['f3', 'Rh4'], ['Nb4', 'Bd7'], ['Nxc6', 'Bxc6'], ['Rxc6', 'Rxd4'], ['Rc2', 'a5'], ['b3', 'Rb4\n'], ['Ra3', 'Rab8'], ['Rxa5', 'Rxb3'], ['Kf2', 'Rb2'], ['Rxb2', 'Rxb2+'], ['Kf1', 'Rb1+'], ['Kf2', 'Rb2+\n'], ['Kf1', 'Rb1+'], ['Kf2', 'Rb2+']]",1/2-1/2
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.26,7.1,"Navara,D",Ding Liren,,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['a3', 'd6\n'], ['c3', 'Na5'], ['Ba2', 'c5'], ['d4', 'c4'], ['Bg5', 'h6'], ['Bh4', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Nc6'], ['d5', 'Na5\n'], ['Bxf6', 'Bxf6'], ['Nd2', 'Bg5'], ['Nf1', 'g6'], ['a4', 'Qe7'], ['Bb1', 'Nb3'], ['Ra2', 'Nc5'], ['Bc2', 'Rfb8\n'], ['g3', 'h5'], ['h4', 'Bh6'], ['axb5', 'axb5'], ['Rea1', 'Rxa2'], ['Rxa2', 'Kg7'], ['Qe2', 'Rb7'], ['Qe1', 'Qc7\n'], ['Kg2', 'Qb6'], ['Kf3', 'Rc7'], ['Kg2', 'b4'], ['cxb4', 'Nd3'], ['Bxd3', 'cxd3'], ['Ra1', 'Rc2']]",0-1
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.27,8.2,Ding Liren,"Mamedov,Rau",,,D34,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'c5'], ['cxd5', 'exd5'], ['g3', 'Nc6'], ['Bg2', 'Nf6'], ['O-O', 'Be7'], ['Nc3', 'O-O\n'], ['Bg5', 'c4'], ['e3', 'Be6'], ['b3', 'cxb3'], ['Qxb3', 'Na5'], ['Qb2', 'Ne4'], ['Nxe4', 'dxe4'], ['Bxe7', 'Qxe7\n'], ['Nd2', 'Nc4'], ['Nxc4', 'Bxc4'], ['Rfc1', 'Rac8'], ['a4', 'g6'], ['a5', 'Rc6'], ['Bf1', 'b5'], ['axb6', 'Rxb6\n'], ['Qa3', 'Qxa3'], ['Rxa3', 'Bxf1'], ['Kxf1', 'a6'], ['Rc5', 'f5'], ['h3', 'Rff6'], ['Kg2', 'h5'], ['Raa5', 'Kg7\n'], ['Rc7+', 'Rf7'], ['Rc8', 'h4'], ['Re8', 'hxg3'], ['Kxg3', 'Rb3'], ['Kg2', 'Rb2'], ['Rxa6', 'f4'], ['exf4', 'Rxf4\n'], ['Ra7+', 'Kh6'], ['Kg3', 'Rf6'], ['h4', 'g5'], ['Rh8+', 'Kg6'], ['Rg8+', 'Kf5'], ['Rxg5+', '']]",1-0
Vugar Gashimov Mem 2018,Shamkir AZE,2018.04.28,9.3,"Carlsen,M",Ding Liren,,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Nd4'], ['Nxd4', 'exd4'], ['e5', 'dxc3'], ['exf6', 'Qxf6'], ['Qe2+', 'Qe7\n'], ['dxc3', 'Qxe2+'], ['Kxe2', 'Bc5'], ['Be3', 'Bxe3'], ['Kxe3', 'c6'], ['Bd3', 'd5'], ['Rae1', 'Ke7'], ['c4', 'dxc4\n'], ['Bxc4', 'Rd8'], ['Rd1', 'Be6'], ['Bxe6', 'Kxe6'], ['Rhe1', 'Rxd1'], ['Rxd1', 'Re8'], ['f4', 'f5'], ['Kf3', 'Re7\n'], ['Re1+', 'Kf6'], ['Rd1', 'Ke6'], ['Re1+', 'Kf6'], ['Rd1', 'Ke6'], ['Re1+', '']]",1/2-1/2
TCh-CHN 2018,China CHN,2018.05.22,5.4,Ding Liren,"Zeng,C",,,B30,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'e6'], ['O-O', 'Nge7'], ['d4', 'cxd4'], ['Nxd4', 'Qb6'], ['Nxc6', 'bxc6'], ['Bd3', 'Ng6\n'], ['c4', 'Be7'], ['Nc3', 'd6'], ['Rb1', 'O-O'], ['b4', 'Bf6'], ['Be3', 'Qc7'], ['Qd2', 'a5'], ['b5', 'Bxc3'], ['Qxc3', 'cxb5\n'], ['Rxb5', 'Ne5'], ['Be2', 'Bd7'], ['Rb2', 'Rfc8'], ['Rc1', 'Bc6'], ['f3', 'Rab8'], ['c5', 'Rxb2'], ['Qxb2', 'd5\n'], ['exd5', 'exd5'], ['Bd4', 'f6'], ['Qb6', 'Nd7'], ['Qxc7', 'Rxc7'], ['Rb1', 'Kf7'], ['f4', 'Rb7'], ['Rb3', 'Rb4\n'], ['Rxb4', 'axb4'], ['Kf2', 'Ba4'], ['Ke3', 'g6'], ['g4', 'f5'], ['gxf5', 'gxf5'], ['Ba6', 'Ke6'], ['Bc8', 'Bc6\n'], ['Be5', 'Ke7'], ['Kd4', 'Kd8'], ['Ba6', 'Nf8'], ['Bd6', 'Ng6'], ['Bd3', 'Nh4'], ['Be2', 'Ng6'], ['Bf3', 'Kd7\n'], ['Bxd5', 'Nh4'], ['Bxc6+', 'Kxc6'], ['Ke5', 'Nf3+'], ['Kxf5', 'Nxh2'], ['Kg5', 'Kd5'], ['Kh6', 'Nf3\n'], ['Kxh7', 'Nh4'], ['Kh6', 'Ke6'], ['Kh5', 'Nf5'], ['Kg5', 'Nd4'], ['Kg6', 'Nf5'], ['Be5', 'Ne7+'], ['Kg5', 'Nc6\n'], ['Bg7', 'Ne7'], ['Bf8', 'Nf5'], ['c6', 'Nd4'], ['c7', 'Kd7'], ['Bd6', 'Ne6+'], ['Kg6', 'Nd4'], ['f5', 'Nc6\n'], ['f6', '']]",1-0
TCh-CHN 2018,China CHN,2018.05.23,6.4,"Lin,Yi",Ding Liren,,,E12,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'b6'], ['a3', 'Bb7'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'Nxc3'], ['bxc3', 'Bd6\n'], ['Bd3', 'O-O'], ['O-O', 'c5'], ['e4', 'Nc6'], ['Be3', 'Rc8'], ['Qe2', 'Na5'], ['Ng5', 'Be7'], ['Nxh7', 'c4\n'], ['Bc2', 'Kxh7'], ['Qh5+', 'Kg8'], ['e5', 'f5'], ['exf6', 'Rxf6'], ['Qh7+', 'Kf7'], ['Qh5+', 'g6'], ['Qh7+', 'Ke8\n'], ['Bxg6+', 'Kd7'], ['Be4', 'Qg8'], ['Qxg8', 'Rxg8'], ['Bxb7', 'Nxb7'], ['a4', 'Nd6'], ['a5', 'b5'], ['a6', 'Nf5\n'], ['Rfb1', 'Nxe3'], ['fxe3', 'Kc6'], ['Ra2', 'Rg4'], ['Rab2', 'Rf5'], ['h3', 'Re4'], ['g4', 'Rf3'], ['Rxb5', 'Rexe3\n'], ['Rb7', 'Bh4'], ['Rxa7', 'Rg3+'], ['Kf1', 'Ref3+'], ['Ke2', 'Rxh3'], ['Rf1', 'Re3+']]",0-1
TCh-CHN 2018,China CHN,2018.05.24,7.3,Ding Liren,"Cheparinov,I",,,A14,"[['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'Nf6'], ['Nf3', 'Be7'], ['O-O', 'O-O'], ['b3', 'c5'], ['cxd5', 'Nxd5'], ['Nc3', 'Nc6\n'], ['Nxd5', 'exd5'], ['d4', 'Bf6'], ['Bb2', 'Bg4'], ['Ne5', 'Bxe5'], ['dxe5', 'd4'], ['Qc2', 'Qe7'], ['f4', 'Rac8\n'], ['Rae1', 'Nb4'], ['Qb1', 'g6'], ['a3', 'Bf5'], ['e4', 'dxe3'], ['Be4', 'Bxe4'], ['Qxe4', 'Nc6'], ['Rxe3', 'Nd4\n'], ['g4', 'f5'], ['exf6', 'Qxe4'], ['Rxe4', 'Rxf6'], ['Rd1', 'Rd6'], ['Kf2', 'Rcd8'], ['Re7', 'Rf8'], ['Ke3', 'Nc2+\n'], ['Ke2', 'Nd4+'], ['Bxd4', 'cxd4'], ['Rc1', 'Rc6'], ['Rc4', 'Rxf4'], ['Rxb7', 'Rxc4'], ['bxc4', 'Kf8\n'], ['Rxa7', 'h5'], ['gxh5', 'gxh5'], ['a4', 'Rh4'], ['Kd3', 'Rxh2'], ['a5', 'Ra2'], ['c5', 'Ke8'], ['Kxd4', 'h4\n'], ['Kd5', 'h3'], ['Kc6', 'h2'], ['Rh7', 'Kd8'], ['Rh8+', 'Ke7'], ['Kb6', 'Rb2+'], ['Kc7', 'Ra2'], ['c6', '']]",1-0
6th Norway Blitz 2018,Stavanger NOR,2018.05.27,1.2,Ding Liren,"So,W",,,A30,"[['c4', 'c5'], ['Nf3', 'Nc6'], ['Nc3', 'g6'], ['e3', 'Nf6'], ['d4', 'cxd4'], ['exd4', 'd5'], ['cxd5', 'Nxd5'], ['Qb3', 'Nxc3\n'], ['Bc4', 'e6'], ['bxc3', 'Bd7'], ['Be2', 'Na5'], ['Qb1', 'Rc8'], ['O-O', 'Bg7'], ['Ba3', 'Bf8'], ['Bb4', 'Bxb4\n'], ['cxb4', 'Nc6'], ['b5', 'Ne7'], ['Ne5', 'O-O'], ['Bf3', 'b6'], ['Qb4', 'f6'], ['Nd3', 'Be8'], ['Rac1', 'Rxc1\n'], ['Rxc1', 'Nf5'], ['d5', 'e5'], ['Bd1', 'Bf7'], ['Qa3', 'Qxd5'], ['Nb4', 'Qxb5'], ['Nc6', 'Rc8'], ['Ba4', 'Qe2\n'], ['Nxa7', 'Rxc1+'], ['Qxc1', 'Qxa2'], ['Qd1', 'Nd4'], ['Nb5', 'Bb3'], ['Bxb3+', 'Qxb3'], ['Qxb3+', 'Nxb3\n'], ['f3', 'Nd4']]",0-1
6th Norway Blitz 2018,Stavanger NOR,2018.05.27,2.5,"Vachier Lagrave,M",Ding Liren,,,E48,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['Ne2', 'dxc4'], ['Bxc4', 'c5'], ['O-O', 'cxd4\n'], ['exd4', 'Nc6'], ['a3', 'Bd6'], ['h3', 'b6'], ['Bg5', 'Bb7'], ['d5', 'exd5'], ['Bxd5', 'Be7'], ['Bf3', 'h6\n'], ['Bf4', 'Na5'], ['Bxb7', 'Nxb7'], ['Rc1', 'Nc5'], ['Nd4', 'Rc8'], ['Nf5', 'Re8'], ['Qf3', 'Qd7'], ['Bxh6', 'Bf8\n'], ['Rfd1', 'Qc6'], ['Qxc6', 'Rxc6'], ['Be3', 'Nb3'], ['Nd4', 'Nxd4'], ['Bxd4', 'Rec8'], ['Bxf6', 'Rxf6\n'], ['Ne4', 'Rfc6'], ['Rxc6', 'Rxc6'], ['g4', 'Rc2'], ['Rd2', 'Rc4'], ['Re2', 'Be7'], ['Kg2', 'g6'], ['Kf3', 'Kg7\n'], ['Ke3', 'f5'], ['Nd2', 'Bc5+'], ['Kf3', 'Rc2'], ['Nb3', 'Rxe2'], ['Kxe2', 'Bd6'], ['Nc1', 'Kf6'], ['Nd3', 'fxg4\n'], ['hxg4', 'Ke6'], ['Ke3', 'Kd5'], ['Nf4+', 'Kc4'], ['Nxg6', 'Kb3'], ['f4', 'Kxb2'], ['f5', 'Kxa3'], ['f6', 'b5\n'], ['f7', 'b4'], ['Ne5', 'Ka2'], ['Nc4', 'Bf8'], ['g5', 'b3'], ['g6', 'a5'], ['Kd3', 'b2'], ['Nd2', 'b1=Q+'], ['Nxb1', 'Kxb1\n'], ['Kc4', 'a4'], ['g7', 'Bxg7'], ['Kb4', 'Kb2'], ['f8=Q', 'Bxf8+'], ['Kxa4', '']]",1/2-1/2
6th Norway Blitz 2018,Stavanger NOR,2018.05.27,3.4,Ding Liren,"Caruana,F",,,E62,"[['d4', 'd6'], ['Nf3', 'Nf6'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'c6'], ['Nc3', 'Bf5'], ['Nd2', 'e5\n'], ['d5', 'Qc8'], ['e4', 'Bg4'], ['f3', 'Bd7'], ['Nb3', 'a5'], ['a4', 'Na6'], ['Be3', 'Nb4'], ['Rf2', 'Qd8'], ['dxc6', 'Bxc6\n'], ['Nc1', 'Qe7'], ['Nd3', 'Nd7'], ['b3', 'Nxd3'], ['Qxd3', 'Nc5'], ['Qc2', 'f5'], ['Rd1', 'Ne6'], ['exf5', 'gxf5\n'], ['f4', 'e4'], ['Rfd2', 'Rad8'], ['Nd5', 'Qf7'], ['Bb6', 'Rd7'], ['Bxa5', 'h5'], ['Bc3', 'h4'], ['Ne3', 'hxg3\n'], ['hxg3', 'Qg6'], ['Kf2', 'Bxc3'], ['Qxc3', 'Rg7'], ['Nf1', 'Nxf4'], ['Rxd6', 'Qg4'], ['gxf4', 'Qxg2+\n'], ['Ke1', 'Qg4'], ['Qe3', 'Qh4+'], ['Qf2', 'Qh3'], ['Ne3', 'Rg3']]",0-1
6th Norway Blitz 2018,Stavanger NOR,2018.05.27,4.5,Ding Liren,"Anand,V",,,A07,"[['Nf3', 'd5'], ['g3', 'Nf6'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['d3', 'e5'], ['e4', 'd4'], ['a4', 'Be7'], ['Na3', 'Be6'], ['Ng5', 'Bg4\n'], ['f3', 'Bc8'], ['f4', 'Ng4'], ['Nf3', 'exf4'], ['gxf4', 'f5'], ['e5', 'O-O'], ['h3', 'Nh6'], ['Nc4', 'Be6\n'], ['Bd2', 'Nf7'], ['Kh2', 'Kh8'], ['Qe1', 'Qd7'], ['Qg3', 'Bd5'], ['Rg1', 'Rg8'], ['Rae1', 'Ncd8'], ['e6', 'Bxe6\n'], ['Nfe5', 'Nxe5'], ['Nxe5', 'Qe8'], ['Bf3', 'Bf6'], ['h4', 'Qxa4'], ['h5', 'Bxe5'], ['Rxe5', 'Rc8'], ['h6', 'Rc7\n'], ['Rxc5', 'Rd7'], ['Qh4', 'Nc6'], ['hxg7+', 'Rgxg7'], ['Rxg7', 'Rxg7'], ['Qf6', 'Qa1'], ['Bg2', 'Qd1\n'], ['Qxe6', 'Qxd2'], ['Qd5', 'Qxf4+'], ['Kh1', 'Re7'], ['Qxf5', 'Re1+']]",0-1
