Vienna,Vienna,1910.??.??,?,"Levenfish, Grigory","List, Paul",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'Bg4'], ['Qe1', 'Nc5'], ['Bc2', 'Qd7'], ['Nd4', 'Nxd4'], ['cxd4', 'Ne6'], ['Nb3', 'c5\n'], ['f4', 'c4'], ['f5', 'cxb3'], ['fxe6', 'fxe6'], ['axb3', 'Qc6'], ['Bd3', 'g6'], ['Qg3', 'Bf5'], ['Bxf5', 'exf5\n'], ['Bh6', 'g5'], ['Bg7', 'Rg8'], ['Bf6', 'Bxf6'], ['Rac1', 'Qb6'], ['exf6', 'Qxd4+'], ['Kh1', 'Qxf6'], ['Rc7', 'Rg7\n'], ['Rxg7', 'Qxg7']]",1-0
URS-ch sf,Leningrad,1949.??.??,16,"Ufimtsev, Anatoly","Levenfish, Grigory",,,D02,"[['Nf3', 'Nf6'], ['g3', 'd5'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['d4', 'e6'], ['b3', 'cxd4'], ['Nxd4', 'Bc5'], ['Bb2', 'O-O\n'], ['c4', 'dxc4'], ['Nxc6', 'bxc6'], ['Qc2', 'Qb6'], ['Nd2', 'cxb3'], ['Nxb3', 'Be7'], ['Bd4', 'Qb8'], ['Na5', 'Bd7\n'], ['Rab1', 'Qd8'], ['Nc4', 'Nd5'], ['Rfd1', 'Qc8'], ['e4', 'Nf6'], ['Bxf6', 'Bxf6'], ['Nd6', 'Qa6'], ['e5', 'Bd8\n'], ['Nb7', 'Bc8'], ['Nc5', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,17,"Levenfish, Grigory","Kopylov, Nikolai G",,,D97,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Nf3', 'Bg7'], ['Qb3', 'dxc4'], ['Qxc4', 'O-O'], ['e4', 'c6'], ['Be2', 'b5\n'], ['Qb3', 'a5'], ['Qc2', 'a4'], ['a3', 'Be6'], ['Bf4', 'Bb3'], ['Qc1', 'Na6'], ['O-O', 'Re8'], ['Bd1', 'Bc4\n'], ['Re1', 'Nc7'], ['Be2', 'Bxe2'], ['Rxe2', 'Ne6'], ['Be5', 'Rc8'], ['Qe1', 'Qb6'], ['Rb1', 'Bh6'], ['Bxf6', 'exf6\n'], ['g3', 'Nc7']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Ragozin, Viacheslav","Levenfish, Grigory",,,C52,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Ba5'], ['d4', 'Qe7'], ['O-O', 'Bb6'], ['Ba3', 'Qf6\n'], ['dxe5', 'Nxe5'], ['Nxe5', 'Qxe5'], ['Qb3', 'Nh6'], ['Nd2', 'Bc5'], ['Nf3', 'Qe7'], ['Bc1', 'O-O'], ['e5', 'Re8\n'], ['Bg5', 'Qf8'], ['Bxh6', 'gxh6'], ['Rae1', 'c6'], ['a4', 'Rb8'], ['Nd4', 'd5'], ['Bd3', 'Qg7'], ['f4', 'h5\n'], ['Kh1', 'Bb6'], ['Qc2', 'Bc7'], ['Re3', 'h4'], ['Bf5', 'Kh8'], ['Rh3', 'Bd8'], ['Bxc8', 'Rxc8'], ['Qb2', 'Rc7\n'], ['Nf5', 'Qg4'], ['Nd6', 'Rg8'], ['c4', 'd4'], ['Rb3', 'c5'], ['h3', 'Qg6'], ['Rxb7', 'Rxb7'], ['Qxb7', 'Bc7\n'], ['f5', 'Qg7'], ['Qd5', 'Bxd6'], ['exd6', 'f6'], ['Rf4', 'Qg3'], ['Rg4', '']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Mikenas, Vladas","Levenfish, Grigory",,,D17,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'dxc4'], ['a4', 'Bf5'], ['Ne5', 'e6'], ['f3', 'Bb4'], ['Bg5', 'h6\n'], ['Bxf6', 'gxf6'], ['Nxc4', 'Bg6'], ['Qb3', 'a5'], ['Rd1', 'Nd7'], ['e4', 'f5'], ['exf5', 'Bxf5'], ['Be2', 'Qh4+\n'], ['g3', 'Qg5'], ['O-O', 'Nf6'], ['Na2', 'Nd5'], ['Nxb4', 'Nxb4'], ['Nd6+', 'Ke7'], ['f4', 'Qg6'], ['Nxf5+', 'Qxf5\n'], ['Bc4', 'Rad8'], ['Rfe1', 'Rd6'], ['Re5', 'Qc2'], ['Rxa5', 'Rhd8'], ['Ra7', 'R8d7'], ['a5', 'Kf6'], ['Qxc2', 'Nxc2\n'], ['Kf2', 'Nxd4'], ['b4', 'e5'], ['fxe5+', 'Kxe5'], ['Kg2', 'Nc2'], ['Rxd6', 'Kxd6'], ['Bb3', 'Nxb4'], ['Ra8', 'Ke7\n'], ['Rh8', 'Rd3'], ['Bc4', 'Rc3'], ['Bf1', 'Nd5'], ['Rb8', 'Ne3+'], ['Kf2', 'Ng4+'], ['Kg1', 'Rc1'], ['Rxb7+', 'Ke6\n'], ['Rb3', 'Nxh2'], ['Kxh2', 'Rxf1'], ['Ra3', 'Rb1'], ['a6', 'Rb8'], ['a7', 'Ra8'], ['Kg2', 'Kd5'], ['Kf3', 'Kc5\n'], ['Ke4', 'Kb6'], ['Rb3+', 'Kxa7'], ['Kd4', 'Rb8'], ['Rf3', 'Kb6'], ['Rxf7', 'Rg8'], ['Rf3', 'Rg4+'], ['Kc3', 'Kb5\n'], ['Kc2', 'Rg5'], ['Rf6', 'h5'], ['Rf4', 'c5'], ['Rh4', 'c4'], ['Rh1', 'Kc5'], ['Rh4', 'Kb4'], ['Rh1', 'Rf5\n'], ['Rb1+', 'Kc5'], ['Rh1', 'Rg5'], ['Rh4', 'Kb4'], ['Rh1', 'Rxg3'], ['Rxh5', 'Rg2+'], ['Kb1', 'Kb3'], ['Rb5+', 'Kc3\n'], ['Rb8', 'Rg1+'], ['Ka2', 'Rd1'], ['Rh8', 'Kc2'], ['Rh2+', 'Kc1'], ['Rh3', 'Rd2+'], ['Ka1', 'Kc2'], ['Ka2', 'c3\n'], ['Rh1', 'Rd3'], ['Rg1', 'Rd1'], ['Rg2+', 'Kd3'], ['Rg3+', 'Kc4'], ['Rg4+', 'Rd4'], ['Rg8', 'Rd1'], ['Rg4+', 'Kd3\n'], ['Rg3+', '']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Taimanov, Mark E",,,D61,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'Nf6'], ['Bg5', 'Be7'], ['Nf3', 'O-O'], ['e3', 'Nbd7'], ['Qc2', 'a6'], ['Rd1', 'Re8\n'], ['Bd3', 'dxc4'], ['Bxc4', 'b5'], ['Bd3', 'h6'], ['Bxf6', 'Nxf6'], ['O-O', 'Bb7'], ['e4', 'Qc8'], ['e5', 'Nd5\n'], ['Bh7+', 'Kh8'], ['Be4', 'Nxc3'], ['bxc3', 'c5'], ['d5', 'exd5'], ['Bxd5', 'Bxd5'], ['Rxd5', 'Qe6'], ['Rfd1', 'Rad8\n'], ['Qe4', 'Rxd5'], ['Rxd5', 'a5'], ['Nd2', 'a4'], ['c4', 'b4'], ['f4', 'g6'], ['Qf3', 'Rb8'], ['Qd1', 'Qc6\n'], ['Qc2', 'Kg7'], ['h3', 'Ra8']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Sokolsky, Alexey",,,B16,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'dxe4'], ['Nxe4', 'Nf6'], ['Nxf6+', 'gxf6'], ['d4', 'Bg4'], ['Be2', 'Qc7'], ['O-O', 'Nd7\n'], ['c4', 'O-O-O'], ['Be3', 'Rg8'], ['Qa4', 'e5'], ['Rfe1', 'e4'], ['Nh4', 'Bd6'], ['g3', 'Bh3'], ['Bf1', 'Bxf1\n'], ['Kxf1', 'Nb6'], ['Qc2', 'Qd7'], ['c5', 'Qh3+'], ['Ke2', 'Qg4+'], ['Kd2', 'Be5'], ['cxb6', 'Bxd4'], ['Kc1', 'axb6\n'], ['a4', 'Bxe3+'], ['fxe3', 'Rg5'], ['Ra3', 'Rgd5'], ['Ng2', 'Qd7'], ['Kb1', 'f5'], ['Nf4', 'Rd2'], ['Qb3', 'Qc7\n'], ['Re2', 'Rxe2'], ['Nxe2', 'Rd2'], ['Nd4', 'Rxh2'], ['Nxf5', 'Rf2'], ['g4', 'h5'], ['Qb4', 'hxg4'], ['Qxe4', 'Qd7\n'], ['Rd3', 'Qe6'], ['Qxg4', '']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Smyslov, Vassily",,,D99,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Nf3', 'Bg7'], ['Qb3', 'dxc4'], ['Qxc4', 'O-O'], ['e4', 'Nfd7'], ['Be3', 'Nb6\n'], ['Qb3', 'Nc6'], ['Rd1', 'Bg4'], ['d5', 'Ne5'], ['Be2', 'Nxf3+'], ['gxf3', 'Bh5'], ['f4', 'Bxe2'], ['Nxe2', 'Qc8\n'], ['Rc1', 'c6'], ['f5', 'Nd7'], ['Rg1', 'Kh8'], ['fxg6', 'hxg6'], ['Bd4', 'Nf6'], ['Rc3', 'Nxe4'], ['Rxg6', 'fxg6\n'], ['Rh3+', 'Kg8'], ['dxc6+', 'e6'], ['cxb7', 'Qc6'], ['bxa8=Q', 'Rxa8'], ['Bxg7', 'Kxg7'], ['Qe3', 'Nf6\n'], ['Nd4', 'Qh1+'], ['Ke2', 'Qd5'], ['Nxe6+', 'Kg8'], ['Rh8+', 'Kf7'], ['Ng5+', 'Kg7'], ['Rxa8', 'Qxa8']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Petrosian, Tigran V",,,E68,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['Nf3', 'Nbd7'], ['O-O', 'e5'], ['e4', 'Re8\n'], ['Re1', 'a5'], ['h3', 'exd4'], ['Nxd4', 'Nc5'], ['Qc2', 'Ng4'], ['Ncb5', 'Ne5'], ['Rd1', 'c6'], ['Na3', 'Qc7\n'], ['Be3', 'Ned7'], ['Nb1', 'a4'], ['Nc3', 'Ne5'], ['Nce2', 'Qa5'], ['Rac1', 'a3'], ['b3', 'Na6'], ['Rd2', 'Nb4\n'], ['Qb1', 'd5'], ['cxd5', 'cxd5'], ['exd5', 'Nxd5'], ['b4', 'Nxb4'], ['Nb3', 'Qb5'], ['Ned4', 'Qa4'], ['Nc5', 'Qa5\n'], ['Nxb7', 'Bxb7'], ['Bxb7', 'Rab8'], ['Nb3', 'Qb5'], ['Bg2', 'Nc4'], ['Rxc4', 'Qxc4'], ['Bf1', 'Qc3'], ['Bf4', 'Be5\n'], ['Bxe5', 'Rxe5'], ['Qd1', 'Nxa2']]",0-1
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Liublinsky, Victor Alexandrovic",,,A56,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e5'], ['Nc3', 'd6'], ['e4', 'Be7'], ['Nge2', 'O-O'], ['Ng3', 'Ne8'], ['h4', 'g6'], ['h5', 'Bg5\n'], ['Bd3', 'a6'], ['Bd2', 'Nd7'], ['Qc1', 'f6'], ['hxg6', 'hxg6'], ['Nce2', 'Ng7'], ['Ng1', 'Bxd2+'], ['Qxd2', 'Kf7\n'], ['Nf3', 'Rh8'], ['Ke2', 'Rxh1'], ['Rxh1', 'Nf8'], ['Ne1', 'Bg4+'], ['Kf1', 'b5'], ['f4', 'bxc4'], ['Bxc4', 'exf4\n'], ['Qxf4', 'Qd7'], ['Nd3', 'g5'], ['Qf2', 'Ng6'], ['Rh6', 'Qe7'], ['Nxc5', 'Ne5'], ['Ne6', 'Nxc4'], ['Nxg5+', 'Kg8\n'], ['Nh7', 'Rf8'], ['Nxf8', 'Qxf8'], ['Rg6', 'f5'], ['exf5', 'Bxf5'], ['Nxf5', 'Qxf5'], ['Qxf5', 'Ne3+\n'], ['Kf2', 'Nxf5'], ['g4', 'Ne7'], ['Rxd6', 'Kf7'], ['Rxa6', 'Nxd5'], ['Rd6', '']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Lilienthal, Andor",,,E53,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['Nf3', 'c5'], ['O-O', 'Nbd7'], ['Bd2', 'Ba5\n'], ['Rc1', 'a6'], ['b3', 'Bc7'], ['Qc2', 'b6'], ['cxd5', 'exd5'], ['e4', 'dxe4'], ['Nxe4', 'Bb7'], ['Bg5', 'h6\n'], ['Bxf6', 'Nxf6'], ['dxc5', 'bxc5'], ['Rcd1', 'Nd7'], ['Rfe1', 'Qc8'], ['Bc4', 'Bxe4'], ['Rxe4', 'Nb6\n'], ['Re7', 'Bd8'], ['Re5', 'Nxc4'], ['Qxc4', 'Bb6'], ['h3', 'Ra7'], ['Rde1', 'Rd7'], ['Re7', 'Rxe7'], ['Rxe7', 'Qd8\n'], ['Re2', 'a5'], ['Rd2', 'Qf6'], ['Qe4', 'Rc8'], ['Re2', 'Rd8'], ['g3', 'a4'], ['Kg2', 'axb3'], ['axb3', 'Bc7\n'], ['Qa4', 'g6'], ['Re8+', 'Rxe8'], ['Qxe8+', 'Kg7'], ['Qe3', 'Qc6'], ['Kg1', 'Qd5'], ['Qc3+', '']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Goldberg, Grigory Abramovich",,,E43,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Nf3', 'b6'], ['e3', 'Bb7'], ['Bd3', 'Ne4'], ['Qc2', 'f5'], ['O-O', 'Bxc3\n'], ['bxc3', 'O-O'], ['Nd2', 'd5'], ['cxd5', 'exd5'], ['c4', 'Na6'], ['Rb1', 'c5'], ['f3', 'Nd6'], ['Ba3', 'Rc8\n'], ['cxd5', 'cxd4'], ['Nc4', 'Nxc4'], ['Bxc4', 'Bxd5'], ['Bxd5+', 'Qxd5'], ['Qd3', 'Nc5'], ['Qxd4', 'Qxa2\n'], ['Bb2', 'Qf7'], ['Rbd1', 'Rc7'], ['Qh4', 'Rd7'], ['Rd4', 'Ne6'], ['Rxd7', 'Qxd7'], ['Rc1', 'h6'], ['Qc4', 'Rd8\n'], ['e4', 'fxe4'], ['fxe4', 'Kh7'], ['h3', 'Qe7'], ['Kh2', 'Nc5'], ['Rf1', 'Rd2'], ['Bc3', 'Rc2'], ['Rf4', 'Qd6\n'], ['e5', 'Qd3'], ['Qf7', 'Qg6'], ['Qxg6+', 'Kxg6'], ['Bb4', 'a5'], ['Be1', 'Nd3'], ['Rg4+', 'Kf5'], ['Bg3', 'g5\n'], ['Rd4', 'Nf4']]",0-1
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Geller, Efim P",,,D48,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e3', 'Nf6'], ['Nf3', 'Nbd7'], ['Bd3', 'dxc4'], ['Bxc4', 'b5'], ['Bd3', 'a6\n'], ['a4', 'b4'], ['Ne4', 'Bb7'], ['O-O', 'c5'], ['Nxf6+', 'Nxf6'], ['Qe2', 'cxd4'], ['exd4', 'Be7'], ['Bf4', 'O-O\n'], ['Be5', 'Qa5'], ['Nd2', 'Nd7'], ['Be4', 'Bxe4'], ['Qxe4', 'Rac8'], ['Nb3', 'Qd5'], ['Qxd5', 'exd5'], ['Rfe1', 'Rfe8\n'], ['Nc1', 'Bf8'], ['Nd3', 'Rc4'], ['Red1', 'f6'], ['Bf4', 'Rxd4'], ['Be3', 'Rde4'], ['Nf4', 'Ne5'], ['Nxd5', 'Nc4\n'], ['b3', 'Nxe3'], ['fxe3', 'Bc5'], ['Kf2', 'Bxe3+'], ['Kf3', 'R4e5'], ['g4', 'f5'], ['Nxb4', 'fxg4+'], ['Kg3', 'h5\n'], ['Rd5', 'g5'], ['Rxe5', 'Rxe5'], ['Nd3', 'Bf4+'], ['Kf2', 'Re3'], ['Rd1', 'Rh3'], ['Nxf4', 'gxf4'], ['Rd4', 'Rxh2+\n'], ['Kg1', 'Rb2'], ['Rxf4', 'Kg7'], ['Rb4', 'Kg6'], ['Rb6+', 'Kg5'], ['Rxa6', 'Rxb3'], ['Kf1', 'h4'], ['Ra8', 'Kf4\n'], ['Re8', 'Ra3']]",0-1
URS-ch17,Moscow,1949.??.??,?,"Levenfish, Grigory","Boleslavsky, Isaak",,,E61,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['Nf3', 'O-O'], ['Bg5', 'd6'], ['Qd2', 'c5'], ['dxc5', 'dxc5'], ['Rd1', 'Qxd2+\n'], ['Rxd2', 'Nc6'], ['e3', 'h6'], ['Bh4', 'g5'], ['Bg3', 'Nh5'], ['Bc7', 'g4'], ['Ng1', 'Be6'], ['h3', 'g3'], ['Nd5', 'gxf2+\n'], ['Kxf2', 'Nf6'], ['Nxf6+', 'Bxf6'], ['Nf3', 'Rac8'], ['Bf4', 'Rfd8'], ['Be2', 'Rxd2'], ['Nxd2', 'Bxb2\n'], ['Rb1', 'Bc3'], ['Ne4', 'Bb4'], ['a3', 'Bxa3'], ['Rxb7', 'Bb4'], ['Bxh6', 'a5'], ['Ng5', 'a4'], ['Nxe6', 'fxe6\n'], ['Bf3', 'Kf7'], ['Bxc6', 'Rxc6'], ['Ra7', 'a3'], ['Bf4', 'Rc8'], ['h4', 'Rd8'], ['Be5', 'Rd2+'], ['Kf3', 'Rc2\n'], ['h5', 'Rxc4'], ['g4', 'Bc3'], ['Bxc3', 'Rxc3'], ['g5', 'Rb3'], ['Ra8', 'c4'], ['h6', 'Kg6'], ['Rg8+', 'Kh7\n'], ['Re8', 'c3'], ['Rxe7+', 'Kh8'], ['Re8+', 'Kh7'], ['Re7+', 'Kh8']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Kotov, Alexander","Levenfish, Grigory",,,D94,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'g6'], ['Nc3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'b6'], ['cxd5', 'cxd5\n'], ['b3', 'Nc6'], ['Ba3', 'Bb7'], ['Rc1', 'a6'], ['Na4', 'Nd7'], ['Rc2', 'Qb8'], ['Ng5', 'h6'], ['Nh3', 'Rc8\n'], ['Nf4', 'b5'], ['Nc5', 'Nf6'], ['Qf3', 'Nd8'], ['Rfc1', 'Bc6'], ['Bf1', 'Ne4'], ['Nxe4', 'dxe4'], ['Qd1', 'b4\n'], ['d5', 'Bd7'], ['Bb2', 'Bxb2'], ['Rxb2', 'Qe5'], ['Rbc2', 'Rxc2'], ['Rxc2', 'Nb7'], ['Qd4', 'Qxd4'], ['exd4', 'g5\n'], ['Rc7', 'Bb5'], ['Rxb7', 'gxf4'], ['Rxe7', 'Rc8'], ['Bxb5', 'axb5'], ['h4', 'f5'], ['Re5', 'Kg7'], ['Rxf5', 'e3\n'], ['fxe3', 'fxe3'], ['Kf1', 'Rc2'], ['d6', 'Rxa2'], ['d7', 'Ra8'], ['Ke2', '']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Kopylov, Nikolai G","Levenfish, Grigory",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d4', 'exd4'], ['cxd4', 'Bb4+'], ['Nc3', 'Nxe4'], ['O-O', 'Bxc3\n'], ['d5', 'Ne5'], ['bxc3', 'Nxc4'], ['Qd4', 'O-O'], ['Qxe4', 'Nd6'], ['Qf4', 'Ne8'], ['d6', 'cxd6'], ['Ba3', 'b6\n'], ['Rfe1', 'Bb7'], ['Nd4', 'Qf6'], ['Qxf6', 'Nxf6'], ['Nf5', 'Rfe8'], ['Nxd6', 'Rxe1+'], ['Rxe1', 'Bd5\n'], ['c4', 'Be6'], ['f4', 'g6'], ['f5', 'gxf5'], ['Rf1', 'Ne4'], ['Nxf5', 'Bxf5'], ['Rxf5', 'Rc8'], ['Rf4', 'f5\n'], ['Rxf5', 'Rxc4'], ['Rf8+', 'Kg7'], ['Rd8', 'Rc7'], ['h4', 'h5'], ['Kh2', 'Kg6'], ['Rg8+', 'Kf7'], ['Rf8+', 'Kg7\n'], ['Rd8', 'Nf6'], ['Bb2', 'Kf7'], ['Kg3', 'Rc2'], ['Bxf6', 'Kxf6'], ['Rxd7', 'Rxa2'], ['Rd6+', 'Ke7'], ['Rh6', 'Ra5\n'], ['Kf4', 'Kf7'], ['Rd6', 'Ke7'], ['Rh6', 'Kf8'], ['Rf6+', 'Kg7'], ['Rd6', 'Ra2'], ['g3', 'Rf2+'], ['Kg5', 'Rf7\n'], ['Kxh5', 'b5'], ['Rg6+', 'Kh7'], ['Rh6+', 'Kg7'], ['Rg6+', 'Kh7'], ['Rh6+', 'Kg7'], ['Rg6+', 'Kh7']]",1/2-1/2
URS-ch17,Moscow,1949.??.??,?,"Kholmov, Ratmir D","Levenfish, Grigory",,,D63,"[['d4', 'e6'], ['c4', 'Nf6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bg5', 'h6'], ['Bh4', 'O-O'], ['e3', 'Nbd7'], ['Rc1', 'c6\n'], ['a3', 'a6'], ['Bd3', 'dxc4'], ['Bxc4', 'b5'], ['Ba2', 'c5'], ['O-O', 'Bb7'], ['Ne5', 'Nxe5'], ['dxe5', 'Nd7\n'], ['Bg3', 'b4'], ['Nb1', 'Nb6'], ['Nd2', 'Rc8'], ['Qe2', 'Qd7'], ['Nc4', 'Qb5'], ['Qc2', 'Bd5'], ['Bb1', 'g6\n'], ['Nd6', 'Bxd6'], ['exd6', 'f5'], ['axb4', 'Qxb4'], ['Qe2', 'a5'], ['Be5', 'Nc4'], ['Bc3', 'Qb7'], ['Bd3', 'Nxd6\n'], ['Ba6', 'Qc6'], ['Bxc8', 'Rxc8'], ['Rfd1', 'a4'], ['f3', 'Kh7'], ['Qf2', 'Bb3'], ['Rd3', 'Nb5'], ['Be5', 'c4\n'], ['Qd2', 'Qb6'], ['Rd7+', 'Kg8'], ['Rg7+', 'Kf8'], ['Re1', 'Qc6'], ['Rxg6', 'c3'], ['bxc3', 'Qd5'], ['Qxd5', 'Bxd5\n'], ['Rxh6', 'Kf7'], ['h4', 'a3'], ['h5', 'Rg8'], ['Rh7+', 'Ke8'], ['Kf2', 'Bc4'], ['h6', 'a2'], ['Rb7', '']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Keres, Paul","Levenfish, Grigory",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['a4', 'b4'], ['Nd4', 'Nxe5'], ['f4', 'Bg4'], ['Qc2', 'c5'], ['fxe5', 'cxd4'], ['cxd4', 'Rc8\n'], ['Qd3', 'O-O'], ['Nd2', 'Ng5'], ['Rf2', 'Rc6'], ['Nf1', 'Bh5'], ['Ng3', 'Bg6'], ['Nf5', 'Kh8'], ['Be3', 'Ne6\n'], ['Qd2', 'Bg5'], ['Nd6', 'Bxe3'], ['Qxe3', 'Nc7'], ['a5', 'Qe7'], ['Qd2', 'Rb8'], ['Ba4', 'Rc4'], ['Nxc4', 'dxc4\n'], ['Rc1', 'Qe6'], ['d5', 'Nxd5'], ['Rxc4', 'Ne7'], ['Bb3', 'Qxe5'], ['Re2', 'Qf6'], ['Qxb4', '']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Furman, Semen Abramovich","Levenfish, Grigory",,,A82,"[['d4', 'f5'], ['e4', 'fxe4'], ['Nc3', 'Nf6'], ['f3', 'Nc6'], ['fxe4', 'e5'], ['dxe5', 'Nxe5'], ['Bf4', 'd6'], ['Nf3', 'Ng6\n'], ['Bg3', 'Nh5'], ['Bf2', 'Nhf4'], ['Bd4', 'c6'], ['Qd2', 'Qa5'], ['Be3', 'Ne6'], ['Bc4', 'Bd7'], ['a3', 'O-O-O\n'], ['b4', 'Qc7'], ['Bxa7', 'b5'], ['Bxe6', 'Bxe6'], ['Qe3', 'Re8'], ['a4', 'd5'], ['axb5', 'Bxb4'], ['O-O', 'c5\n'], ['Ra6', 'd4'], ['Nxd4', 'cxd4'], ['Bxd4', 'Bxc3'], ['Bxc3', 'Bd5'], ['Qh3+', 'Kb7'], ['Bd4', 'Be6'], ['Ra7+', 'Kb8\n'], ['Qa3', '']]",1-0
URS-ch17,Moscow,1949.??.??,?,"Flohr, Salo","Levenfish, Grigory",,,A12,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['b3', 'c6'], ['Bb2', 'd5'], ['e3', 'Bg7'], ['Be2', 'O-O'], ['O-O', 'Nbd7'], ['cxd5', 'cxd5\n'], ['d4', 'Ne4'], ['Nbd2', 'Ndf6'], ['Nxe4', 'Nxe4'], ['Rc1', 'Qa5'], ['a3', 'Be6'], ['Qd3', 'h6'], ['b4', 'Qb6\n'], ['Nd2', 'a5'], ['b5', 'Bf5'], ['Nxe4', 'dxe4'], ['Qb1', 'a4'], ['Bc3', 'h5'], ['Bb4', 'Rfe8'], ['h3', 'Bf8\n'], ['Rfd1', 'Bd7'], ['Qxe4', 'Bxb5'], ['Bc5', 'Qc6'], ['d5', 'Qa6'], ['Bxb5', 'Qxb5'], ['Bd4', 'Bg7'], ['Bxg7', 'Kxg7\n'], ['Rb1', 'Qd7'], ['d6', 'exd6'], ['Qxb7', 'Qxb7'], ['Rxb7', 'Rab8'], ['Rxb8', 'Rxb8'], ['Rd4', 'Rb2'], ['Rxa4', 'Kf6\n'], ['g3', 'g5'], ['Kg2', 'Ke5'], ['Ra5+', 'd5'], ['Ra7', 'f5'], ['h4', 'g4'], ['Re7+', 'Kf6'], ['Re8', 'Ra2\n'], ['Ra8', 'Rd2'], ['Kf1', 'd4'], ['exd4', 'Rxd4'], ['Ke2', 'Kg6'], ['Ke3', 'Rd6'], ['Ra4', 'Re6+'], ['Kd3', 'Re1\n'], ['Rf4', 'Kf6'], ['Kc3', 'Re5'], ['a4', 'Ke6'], ['Rd4', 'Re2'], ['Rd2', 'Re4'], ['Ra2', 'f4'], ['Kd3', 'Kd5\n'], ['a5', 'Rd4+'], ['Kc3', 'Rc4+'], ['Kd2', 'Rd4+'], ['Ke1', 'Re4+'], ['Kd1', 'fxg3'], ['fxg3', 'Re8'], ['a6', 'Ra8\n'], ['a7', 'Kc6'], ['Ke2', 'Kb7'], ['Ke3', 'Re8+'], ['Kf4', 'Ka8'], ['Ra5', 'Rf8+'], ['Kg5', 'Rf3'], ['Kxh5', 'Rxg3\n'], ['Ra4', 'Rd3'], ['Kxg4', '']]",1-0
