URS-ch sf,Leningrad,1954.??.??,?,"Chekhover, Vitaly","Gurevich, Dmitry",,,D32,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'cxd4'], ['Qa4+', 'Bd7'], ['Qxd4', 'exd5'], ['Qxd5', 'Nc6'], ['a3', 'Nf6\n'], ['Qd1', 'Bc5'], ['e3', 'Qe7'], ['Nf3', 'O-O-O'], ['Qc2', 'g5'], ['Be2', 'g4'], ['Nd2', 'Kb8'], ['O-O', 'Bb6\n'], ['Rd1', 'Ne5'], ['Nf1', 'h5'], ['e4', 'Rdg8'], ['Be3', 'Bc7'], ['Rac1', 'h4'], ['Nd5', 'Nxd5'], ['exd5', 'Bd6\n'], ['Qc3', 'Bc8'], ['Qa5', 'b6'], ['Bxb6', 'axb6'], ['Rxc8+', 'Rxc8'], ['Qxb6+', 'Ka8'], ['Qa6+', 'Kb8\n'], ['Qb6+', 'Ka8']]",1/2-1/2
St Louis Inv GM 2017,Saint Louis USA,2017.11.19,4.3,"Bartholomew,J","Gurevich,Daniel",,,D26,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['e3', 'e6'], ['Bxc4', 'c5'], ['O-O', 'Nc6'], ['a3', 'a6'], ['dxc5', 'Qxd1\n'], ['Rxd1', 'Bxc5'], ['b4', 'Be7'], ['Bb2', 'O-O'], ['Nbd2', 'b5'], ['Be2', 'Bb7'], ['Nb3', 'Rfd8'], ['Nfd2', 'Nd7\n'], ['Bf3', 'Rab8'], ['Rac1', 'Nde5'], ['Bxe5', 'Nxe5'], ['Bxb7', 'Rxb7'], ['Ne4', 'Rxd1+'], ['Rxd1', 'Nc4\n'], ['Nec5', 'Ra7'], ['g3', 'g5'], ['Rd7', 'Rxd7'], ['Nxd7', 'Nxa3'], ['Ndc5', 'Nc2'], ['Nxa6', 'Bd6'], ['Nd4', 'Nxd4\n'], ['exd4', 'g4'], ['f4', 'Kf8'], ['Kf2', 'Ke7'], ['Nc5', 'Kd8'], ['Ke3', 'Kc7'], ['Ke4', 'Kc6'], ['Na6', 'f5+\n'], ['Kd3', 'Kd5'], ['Nc5', 'h5'], ['Ke3', 'Be7'], ['Kd3', 'Bf6'], ['Na6', 'Bd8'], ['Ke3', 'Kd6'], ['Nc5', 'Bf6\n'], ['Na6', 'h4'], ['Kd3', 'h3'], ['Ke3', 'Kc6'], ['Nc5', 'Kd5'], ['Kd3', 'Bh4'], ['gxh4', '']]",0-1
St Louis Inv GM 2017,Saint Louis USA,2017.11.19,5.3,"Gurevich,Daniel","Chirila,I",,,A15,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['dxc3', 'Qxd1+'], ['Kxd1', 'f6'], ['Be3', 'e5\n'], ['Nd2', 'Be6'], ['Bc4', 'Kf7'], ['Kc2', 'Nd7'], ['Rad1', 'Nb6'], ['Bxe6+', 'Kxe6'], ['b3', 'Nc8'], ['f3', 'Nd6\n'], ['c4', 'b6'], ['Nb1', 'Nb7'], ['Nc3', 'c6'], ['g3', 'Bb4'], ['Kb2', 'Rad8'], ['a3', 'Bc5'], ['Bxc5', 'Nxc5\n'], ['b4', 'Nd3+'], ['Kc2', 'Nf2'], ['Rxd8', 'Rxd8'], ['Rf1', 'Nh3'], ['Nd1', 'f5'], ['exf5+', 'gxf5'], ['Ne3', 'f4\n'], ['gxf4', 'exf4'], ['Ng4', 'h5'], ['Nf2', 'Ng5'], ['h4', 'Nxf3'], ['Nh3', 'Nd4+'], ['Kb2', 'f3'], ['Ng5+', 'Kf5\n'], ['Nxf3', 'Kg4'], ['Ne5+', 'Kg3'], ['Rg1+', 'Kh3'], ['Rh1+', 'Kg3'], ['Rg1+', 'Kh3'], ['Rh1+', 'Kg2'], ['Rd1', 'Ne6\n'], ['Re1', 'Nf4'], ['Re4', 'Re8'], ['Rxf4', 'Rxe5'], ['Rf7', 'a5'], ['Rf6', 'axb4'], ['axb4', 'c5'], ['Rxb6', 'cxb4\n'], ['Rxb4', 'Re4'], ['Kc3', 'Rxh4'], ['Rb2+', 'Kg3'], ['c5', 'Ra4'], ['Rb3', 'h4'], ['c6', 'Ra8'], ['Kd4+', 'Kg2\n'], ['Rb2+', 'Kg3'], ['Rb3+', 'Kg2'], ['Rb2+', '']]",1/2-1/2
St Louis Inv GM 2017,Saint Louis USA,2017.11.20,6.4,"Shetty,A","Gurevich,Daniel",,,A20,"[['c4', 'e5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['cxd5', 'Nxd5'], ['Nc3', 'Nb6'], ['Nf3', 'Nc6'], ['O-O', 'Be7'], ['b3', 'O-O\n'], ['Bb2', 'Re8'], ['Rc1', 'Bg4'], ['d3', 'Qd7'], ['Ne4', 'f6'], ['Nc5', 'Bxc5'], ['Rxc5', 'Bh3'], ['Bxh3', 'Qxh3\n'], ['b4', 'a6'], ['a4', 'Qe6'], ['a5', 'Nd5'], ['Ba3', 'b6'], ['Rc1', 'Rad8'], ['Qb3', 'Nd4'], ['Nxd4', 'exd4\n'], ['Bb2', 'bxa5'], ['bxa5', 'Kh8'], ['Bxd4', 'Qxe2'], ['Qd1', 'Qe6'], ['Re1', 'Qxe1+'], ['Qxe1', 'Rxe1+\n'], ['Rxe1', 'Kg8'], ['Bc5', 'Rb8'], ['Be3', 'Rb3'], ['Rc1', 'Rxd3'], ['Rc6', 'Nxe3'], ['fxe3', 'Rd6'], ['Rxc7', 'Rd5\n'], ['Kg2', 'Rxa5'], ['Ra7', 'h5'], ['h4', 'Kh7'], ['e4', 'Kg6'], ['Kf3', 'Ra1'], ['Kf2', 'a5'], ['Kf3', 'a4\n'], ['Kf2', 'a3'], ['Kg2', 'a2'], ['Kh2', 'Kh7'], ['Ra8', 'g6'], ['Ra7+', 'Kg8'], ['Kg2', 'Kf8'], ['Kh2', 'Ke8\n'], ['Kg2', 'Kd8'], ['Kh2', 'Kc8'], ['Kg2', 'Kb8'], ['Ra3', 'Kb7'], ['Ra4', 'Kb6'], ['Ra8', 'Kb5'], ['Rb8+', 'Kc4\n'], ['Rc8+', 'Kd3'], ['Rd8+', 'Ke3'], ['Ra8', 'Rd1'], ['Rxa2', 'Rd2+'], ['Rxd2', 'Kxd2'], ['Kf2', 'Kd1'], ['Kf1', '']]",1/2-1/2
St Louis Inv GM 2017,Saint Louis USA,2017.11.20,7.2,"Gurevich,Daniel","Zierk,S",,,A38,"[['Nf3', 'c5'], ['c4', 'Nf6'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d4', 'cxd4'], ['Nxd4', 'O-O'], ['O-O', 'Nxd4\n'], ['Qxd4', 'd6'], ['Qd3', 'Rb8'], ['Bg5', 'Be6'], ['Rac1', 'a6'], ['b3', 'Re8'], ['Rfd1', 'Qa5'], ['Bd2', 'Qh5\n'], ['a4', 'Nd7'], ['Nd5', 'Ne5'], ['Qe4', 'Bf5'], ['Nf4', 'Bxe4'], ['Nxh5', 'Bxg2'], ['Nxg7', 'Kxg7'], ['Kxg2', 'Nd7\n'], ['Be3', 'Rbc8'], ['Rd5', 'Rc6'], ['Rcd1', 'Rec8'], ['f4', 'f5'], ['Kf3', 'Kf7'], ['a5', 'Nf6'], ['R5d3', 'Ne4\n'], ['Bb6', 'Nf6'], ['h3', 'Nd7'], ['Be3', 'Nc5'], ['Bxc5', 'Rxc5'], ['Rd5', 'R8c6'], ['e4', 'Rxd5'], ['Rxd5', 'e6\n'], ['Rd4', 'Ke7'], ['g4', 'fxe4+'], ['Kxe4', 'b6'], ['axb6', 'Rxb6'], ['Rd3', 'Rb8'], ['f5', 'Rf8'], ['Rf3', 'gxf5+\n'], ['gxf5', 'Rg8'], ['fxe6', 'Kxe6'], ['Kd4', 'a5'], ['Re3+', 'Kd7'], ['Kc3', 'Rg2'], ['Rd3', 'Kc6'], ['Rd5', 'Rg3+\n'], ['Kb2', 'a4'], ['bxa4', 'Rxh3'], ['a5', 'Re3'], ['Rh5', 'Re5'], ['Rxh7', 'Rxa5'], ['Kc3', '']]",1/2-1/2
St Louis Inv GM 2017,Saint Louis USA,2017.11.21,8.5,"Burke,John M","Gurevich,Daniel",,,B10,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'Nf6'], ['e5', 'Ne4'], ['Ne2', 'Qb6'], ['d4', 'e6'], ['Ng3', 'c5'], ['Bd3', 'Nxg3\n'], ['fxg3', 'c4'], ['Be2', 'Be7'], ['O-O', 'Nc6'], ['g4', 'Bd7'], ['c3', 'f6'], ['exf6', 'gxf6'], ['g5', 'O-O-O\n'], ['gxf6', 'Bxf6'], ['Kh1', 'Rhg8'], ['b3', 'cxb3'], ['axb3', 'e5'], ['dxe5', 'Nxe5'], ['Nxe5', 'Bxe5\n'], ['Qxd5', 'Qg6'], ['Bf3', 'Bc6'], ['Qc4', 'Rdf8'], ['Bxc6', 'Qxc6'], ['Qxc6+', 'bxc6'], ['Be3', 'Bxc3\n'], ['Rxf8+', 'Rxf8'], ['Rc1', 'Bb2'], ['Rb1', 'Re8'], ['Bxa7', 'Re2'], ['g3', 'Kb7'], ['Bg1', 'Kc7'], ['Rf1', 'Kd6\n'], ['Rf7', 'h6'], ['Bf2', 'Bc1'], ['Kg2', 'Rb2'], ['Rf3', 'Ke5'], ['h4', 'Ke4'], ['g4', 'Bf4'], ['Rh3', 'Be5\n'], ['g5', 'hxg5'], ['hxg5', 'Kf5'], ['Rd3', '']]",1/2-1/2
St Louis Inv GM 2017,Saint Louis USA,2017.11.22,9.1,"Gurevich,Daniel","Ashwin,J",,,A07,"[['Nf3', 'Nf6'], ['g3', 'd5'], ['Bg2', 'c6'], ['O-O', 'Bg4'], ['h3', 'Bh5'], ['c4', 'e6'], ['d4', 'Be7'], ['cxd5', 'cxd5\n'], ['Qb3', 'Qb6'], ['Qxb6', 'axb6'], ['Nc3', 'Nc6'], ['Be3', 'Nd7'], ['Nb5', 'O-O'], ['Rfc1', 'Rfc8'], ['a3', 'Na5\n'], ['Rxc8+', 'Rxc8'], ['Rc1', 'Rc6'], ['Rc3', 'Kf8'], ['g4', 'Bg6'], ['Nd2', 'Bc2'], ['b4', 'Rxc3'], ['Nxc3', 'Nc6\n'], ['f4', 'Nf6'], ['Kf2', 'Ne8'], ['Nf3', 'Nd6'], ['Bc1', 'Ne4+'], ['Nxe4', 'dxe4'], ['Ne5', 'Nxd4'], ['Ke3', 'Nb3\n'], ['Bb2', 'f5'], ['g5', 'b5'], ['Bc3', 'Bd6'], ['Bf1', 'Bxe5'], ['Bxe5', 'g6'], ['Bb2', 'Ke7'], ['h4', 'Kd6\n'], ['Bh3', 'Kd5'], ['Bg2', 'Bb1'], ['Bh3', 'Kc4'], ['Bf1', 'Bc2'], ['Bg2', 'b6'], ['Bf1', 'Bb1'], ['Bg2', 'Ba2\n'], ['Bf1', 'Kd5'], ['Bg2', 'Kc6'], ['Bh3', 'Kd6'], ['Bg2', 'Kd5'], ['Bh3', 'Bb1'], ['Bg2', 'Kc4'], ['Bf1', 'Ba2\n'], ['Bg2', 'Bb1'], ['Bf1', 'Bc2'], ['Bg2', 'Bb1']]",1/2-1/2
PRO League Group Stage,chess.com INT,2018.01.18,1,"Gurevich,Daniel","Shepherd,Duncan",,,D02,"[['Nf3', 'Nf6'], ['d4', 'd5'], ['Bf4', 'c5'], ['e3', 'Nc6'], ['Nbd2', 'e6'], ['c3', 'cxd4'], ['cxd4', 'Bd6'], ['Bg3', 'O-O\n'], ['Bd3', 'Qe7'], ['Ne5', 'Bd7'], ['a3', 'Rfc8'], ['O-O', 'Rab8'], ['f4', 'b5'], ['Bh4', 'Qd8'], ['Bxf6', 'gxf6\n'], ['Qh5', 'Bxe5'], ['Qxh7+', 'Kf8'], ['fxe5', 'f5'], ['Rf3', 'Be8'], ['Nb3', 'Qb6'], ['Bxf5', 'Nxd4'], ['Nxd4', 'exf5\n'], ['Nxf5', '']]",1-0
PRO League Group Stage,chess.com INT,2018.01.18,1,"Gurevich,Daniel","Swiercz,D",,,D02,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['Bf4', 'c5'], ['e3', 'Nc6'], ['Nbd2', 'cxd4'], ['exd4', 'Bg4'], ['c3', 'e6'], ['Qb3', 'Qc8\n'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['Ne5', 'Bh5'], ['Rfe1', 'Nd7'], ['Qc2', 'Ndxe5'], ['dxe5', 'Bg6'], ['Bxg6', 'fxg6\n'], ['Bg3', 'Qc7'], ['Rad1', 'Bc5'], ['Nf3', 'Bb6'], ['Ng5', 'Qe7'], ['h4', 'Rf5'], ['c4', 'Raf8'], ['cxd5', 'Rxf2\n'], ['Bxf2', 'Rxf2'], ['Qxf2', 'Bxf2+'], ['Kxf2', 'exd5'], ['Rxd5', 'Qb4'], ['e6', 'h6'], ['Rd8+', 'Nxd8\n'], ['e7', 'Qxh4+'], ['g3', 'Qxg5'], ['e8=Q+', 'Kh7'], ['Qf8', 'Nc6'], ['Re8', 'Qd2+'], ['Kg1', 'Qc1+'], ['Kh2', 'Qc2+\n'], ['Kh3', 'g5'], ['Qg8+', 'Kg6'], ['Re6+', 'Kf5'], ['Qf7+', '']]",1-0
PRO League Group Stage,chess.com INT,2018.01.18,1,"Zherebukh,Y","Gurevich,Daniel",,,A07,"[['Nf3', 'd5'], ['g3', 'Bg4'], ['Bg2', 'c6'], ['O-O', 'e6'], ['d3', 'Bd6'], ['c4', 'Nf6'], ['Qb3', 'Qb6'], ['Be3', 'Qxb3\n'], ['axb3', 'Na6'], ['h3', 'Bh5'], ['Nd4', 'Nb4'], ['Nc3', 'Bg6'], ['cxd5', 'Nfxd5'], ['Nxd5', 'Nxd5'], ['Bxd5', 'exd5\n'], ['Bf4', 'Kd7'], ['Bxd6', 'Kxd6'], ['f4', 'c5'], ['Nc2', 'f6'], ['Kf2', 'h5'], ['b4', 'c4'], ['Rfd1', 'cxd3\n'], ['exd3', 'Bf5'], ['h4', 'a6'], ['Nd4', 'Bg4'], ['Rdc1', 'g5'], ['b5', 'gxh4'], ['gxh4', 'Bd7'], ['Ra5', 'Rhg8\n'], ['bxa6', 'Rxa6'], ['Rxa6+', 'bxa6'], ['Ra1', 'Kc5'], ['Nc2', 'Bb5'], ['d4+', 'Kd6'], ['Ne3', 'Rb8'], ['Nf5+', 'Ke6\n'], ['Ng7+', 'Kf7'], ['Nxh5', 'Bc4'], ['Ng3', 'Rxb2+'], ['Kf3', 'Rd2'], ['Rb1', 'Bb5'], ['Rc1', 'Rxd4'], ['Rc7+', 'Kg6\n'], ['h5+', 'Kh6'], ['Nf5+', '']]",1-0
PRO League Group Stage,chess.com INT,2018.01.18,1,"Fedoseev,Vl3","Gurevich,Daniel",,,D24,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'dxc4'], ['Nc3', 'a6'], ['e3', 'e6'], ['Bxc4', 'b5'], ['Bd3', 'c5'], ['Ne4', 'Nbd7\n'], ['a4', 'c4'], ['Nxf6+', 'Nxf6'], ['Be2', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Qxd2', 'Bb7'], ['O-O', 'O-O'], ['Ne5', 'Ne4\n'], ['Qc2', 'f6'], ['Bf3', 'fxe5'], ['Bxe4', 'Bxe4'], ['Qxe4', 'exd4'], ['axb5', 'dxe3'], ['Qxe6+', 'Kh8\n'], ['bxa6', 'exf2+'], ['Rxf2', 'Rxf2'], ['Kxf2', 'Qd4+'], ['Kg3', 'Qxb2'], ['Rf1', 'h6'], ['Rf3', 'Qb5\n'], ['h4', 'Rxa6'], ['Rf8+', 'Kh7'], ['Qg8+', 'Kg6'], ['Qf7+', 'Kh7'], ['Qg8+', 'Kg6'], ['Qf7+', 'Kh7'], ['Qg8+', 'Kg6']]",1/2-1/2
PRO League Group Stage,chess.com INT,2018.01.25,2,"Gurevich,Daniel","Villanueva,Mar",,,A49,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'd6'], ['c4', 'Nc6'], ['Nc3', 'Rb8'], ['b3', 'a6\n'], ['Bb2', 'b5'], ['d5', 'Na5'], ['cxb5', 'axb5'], ['Nd4', 'b4'], ['Ncb5', 'e5'], ['dxe6', 'c5'], ['exf7+', 'Rxf7\n'], ['Nc6', 'Nxc6'], ['Bxc6', 'Rb6'], ['Nxd6', 'Rxc6'], ['Nxf7', 'Qxd1'], ['Rfxd1', 'Kxf7'], ['a3', 'Ne4\n'], ['Bxg7', 'Kxg7'], ['axb4', 'cxb4'], ['Ra7+', 'Kh6'], ['Rd4', 'Bh3'], ['Ra1', 'Ng5'], ['Rh4+', 'Kg7'], ['f4', 'Ne4\n'], ['Rxh3', 'h5'], ['g4', 'hxg4'], ['Re3', 'Nd2'], ['Ra2', 'Rc3'], ['Rxc3', 'bxc3'], ['b4', 'Kf6'], ['Kf2', 'Ke6\n'], ['Ke3', 'Nf1+'], ['Kd3', 'Nxh2'], ['e4', 'g3'], ['Rg2', 'Nf1'], ['Kxc3', '']]",1-0
PRO League Group Stage,chess.com INT,2018.01.25,2,"Gurevich,Daniel","Obregon,A",,,D02,"[['d4', 'Nf6'], ['Nf3', 'd5'], ['Bf4', 'c5'], ['e3', 'Nc6'], ['Nbd2', 'e6'], ['c3', 'Bd6'], ['Bg3', 'O-O'], ['Bd3', 'b6\n'], ['e4', 'Be7'], ['e5', 'Nh5'], ['Ng5', 'Bxg5'], ['Qxh5', 'g6'], ['Qe2', 'cxd4'], ['h4', 'Bh6'], ['h5', 'dxc3\n'], ['bxc3', 'Bg7'], ['Nf3', 'f5'], ['hxg6', 'hxg6'], ['Bf4', 'Qc7'], ['Kf1', 'Bd7'], ['Qe3', 'Nd8'], ['Ng5', 'Nf7\n'], ['Nh7', 'Rfd8'], ['Nf6+', 'Bxf6'], ['exf6', 'Qxc3'], ['Rc1', 'Qxf6'], ['Bc7', 'Re8'], ['Qh3', 'Qg7'], ['Ba6', 'e5\n'], ['Bb7', 'Be6'], ['Qa3', 'd4'], ['Bxa8', 'Rxa8'], ['Qe7', 'Bxa2'], ['Bd6', 'Nxd6'], ['Qxd6', 'Rf8'], ['Rc7', 'Qf6\n'], ['Qd7', 'Bf7']]",0-1
PRO League Group Stage,chess.com INT,2018.01.25,2,"Della Morte,G","Gurevich,Daniel",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nf3', 'e6'], ['Be2', 'Ne7'], ['O-O', 'c5'], ['Na3', 'Be4'], ['c4', 'Nbc6\n'], ['dxc5', 'Ng6'], ['Be3', 'Be7'], ['Nd2', 'Bxg2'], ['Kxg2', 'd4'], ['Ne4', 'dxe3'], ['f4', 'O-O'], ['Qb3', 'Qd4\n'], ['Qc2', 'Nb4'], ['Qb1', 'a6'], ['Kh1', 'Qd7'], ['Qe1', 'Qd4'], ['Qxb4', 'Qxe4+'], ['Bf3', 'Qxf4'], ['Bxb7', 'Qxe5\n'], ['Bxa8', 'Rxa8'], ['Qb7', 'Rb8'], ['Qf3', 'f5'], ['b3', 'Bxc5'], ['Nc2', 'Bd6'], ['Qh3', 'e2'], ['Rf3', 'Qe4\n'], ['Ne1', 'Nh4'], ['Rc1', 'Bb4'], ['Kg1', 'Bc5+'], ['Kh1', 'Bf2'], ['Rc3', 'Bxe1'], ['Re3', 'Qb1']]",0-1
PRO League Group Stage,chess.com INT,2018.01.25,2,"Mareco,S","Gurevich,Daniel",,,D26,"[['Nf3', 'd5'], ['c4', 'dxc4'], ['e3', 'Nf6'], ['Bxc4', 'e6'], ['d4', 'c5'], ['O-O', 'Nc6'], ['Qe2', 'a6'], ['Rd1', 'b5\n'], ['dxc5', 'Qc7'], ['Bd3', 'Bxc5'], ['a4', 'bxa4'], ['Rxa4', 'O-O'], ['Nc3', 'Nb4'], ['Ne4', 'Nxe4'], ['Bxe4', 'Bd7\n'], ['Ra3', 'Bb5'], ['Qe1', 'Rad8'], ['Bd2', 'Qe7'], ['Rc1', 'Nd5'], ['Raa1', 'Nf6'], ['Bc2', 'h6'], ['h3', 'Rb8\n'], ['Bc3', 'Nd5'], ['Bd4', 'Bb4'], ['Qd1', 'Rfd8'], ['Bb3', 'a5'], ['Ne5', 'Qb7'], ['Nd3', 'Bxd3'], ['Qxd3', 'Be7\n'], ['Bc4', 'Bf6'], ['Rxa5', 'Nf4'], ['Qf1', 'Bxd4'], ['exd4', 'Qxb2'], ['Ra2', 'Qxd4'], ['g3', 'Ng6'], ['Rac2', 'Rbc8\n'], ['Be2', 'Rxc2'], ['Rxc2', 'Ne5'], ['Qg2', 'Qa1+'], ['Kh2', 'Qa7'], ['f4', 'Ng6'], ['h4', 'Qd7'], ['Qe4', 'Ne7\n'], ['h5', 'Nd5'], ['Qe5', 'Nf6'], ['Bf3', 'Qa7'], ['Kg2', 'Qa3'], ['Re2', 'Qd3'], ['Qc7', 'Qd4'], ['Qa5', 'Rb8\n'], ['Rd2', 'Qb4'], ['Rd8+', 'Kh7'], ['Qxb4', 'Rxb4'], ['Rf8', 'Rb2+'], ['Kf1', 'Rb3'], ['Kg2', 'Rb2+'], ['Kf1', 'Rb3\n'], ['Kg2', 'Rb2+']]",1/2-1/2
PRO League Group Stage,chess.com INT,2018.01.31,3,"Gurevich,Daniel","Liang,Awonder",,,D90,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'd5'], ['h4', 'c6'], ['cxd5', 'cxd5'], ['Bf4', 'Nc6'], ['e3', 'O-O\n'], ['Qb3', 'a6'], ['Be2', 'b5'], ['Ne5', 'Bb7'], ['h5', 'Qa5'], ['hxg6', 'hxg6'], ['Kf1', 'b4'], ['Na4', 'Ne4\n'], ['Nf3', 'Rac8'], ['Bd3', 'Nd8'], ['a3', 'bxa3'], ['Qxa3', 'Ne6'], ['b4', 'Qd8'], ['Bh6', 'a5'], ['b5', 'Bxh6\n'], ['Rxh6', 'Kg7'], ['Rh1', 'Rh8'], ['Rxh8', 'Qxh8'], ['Ke2', 'Kf8'], ['Rc1', 'Rxc1'], ['Qxc1', 'Qh5'], ['Nc5', 'N6xc5\n'], ['dxc5', 'Qg4'], ['c6', 'Bc8'], ['b6', 'Qxg2'], ['Bxe4', 'dxe4'], ['Ne5', 'Ba6+'], ['Nc4', 'Qf3+'], ['Ke1', 'Qh1+\n'], ['Kd2', 'Qh5'], ['Qc3', 'Kg8'], ['Nxa5', 'Qf3'], ['c7', 'Qxf2+'], ['Kc1', 'Qf1+'], ['Kb2', 'Qb5+'], ['Nb3', 'Qxb6\n'], ['c8=Q+', 'Bxc8'], ['Qxc8+', 'Kg7'], ['Qc3+', 'Qf6'], ['Nd4', 'g5'], ['Kc2', 'Qf2+'], ['Kd1', 'Qf1+\n'], ['Kd2', 'Qf6'], ['Nf5+', 'Kg6'], ['Qxf6+', 'Kxf6'], ['Ng3', 'Ke5'], ['Ke2', 'f5'], ['Nh5', 'f4'], ['exf4+', 'gxf4\n'], ['Ng7', 'e6'], ['Kf2', 'Kf6'], ['Ne8+', 'Ke5'], ['Ng7', 'Kd5'], ['Nh5', 'e5'], ['Nf6+', 'Kd4'], ['Ke2', 'e3\n'], ['Ng4', 'Ke4'], ['Nh2', 'Kd4'], ['Nf3+', 'Ke4'], ['Ng5+', 'Kf5'], ['Nf3', 'e4'], ['Nd4+', 'Ke5'], ['Nb5', 'Kf5\n'], ['Nd6+', 'Ke5'], ['Nb5', 'Ke6'], ['Nc3', 'Kf5'], ['Nd5', 'Ke5']]",1/2-1/2
PRO League Group Stage,chess.com INT,2018.01.31,3,"Shabalov,A","Gurevich,Daniel",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nd2', 'e6'], ['Nb3', 'Nd7'], ['Nf3', 'Be4'], ['Be2', 'Ne7'], ['O-O', 'c5\n'], ['Ng5', 'Bg6'], ['c4', 'cxd4'], ['Nxd4', 'Nxe5'], ['Qa4+', 'Qd7'], ['Nb5', 'N7c6'], ['cxd5', 'exd5'], ['Rd1', 'Rc8\n'], ['Bf4', 'f6'], ['Bxe5', 'fxe5'], ['Bg4', 'Bf5'], ['Rxd5', 'Qxd5'], ['Bxf5', 'a6'], ['Nc3', 'Qd8'], ['Rd1', 'Qxg5\n'], ['Bxc8', 'Bc5'], ['Bd7+', 'Ke7'], ['Bxc6', 'bxc6'], ['Qxc6', 'Bxf2+'], ['Kxf2', 'Rf8+'], ['Kg1', 'Qe3+\n'], ['Kh1', '']]",1-0
PRO League Group Stage,chess.com INT,2018.01.31,3,"Shetty,A","Gurevich,Daniel",,,A09,"[['Nf3', 'd5'], ['c4', 'dxc4'], ['e3', 'Nf6'], ['Bxc4', 'e6'], ['O-O', 'c5'], ['Qe2', 'Nc6'], ['Rd1', 'a6'], ['d4', 'b5\n'], ['dxc5', 'Qc7'], ['Bd3', 'Bxc5'], ['a4', 'bxa4'], ['Rxa4', 'O-O'], ['Bxa6', 'Qb6'], ['Bb5', 'Rxa4'], ['Bxa4', 'Ba6\n'], ['Qd2', 'Nb4'], ['Ne5', 'Ne4'], ['Qd7', 'Nd5'], ['Qc6', 'Qa5'], ['Bc2', 'Bb5'], ['Bd2', 'Bb4'], ['Bxb4', 'Qxb4\n'], ['Qb7', 'Nd6'], ['Qa7', 'Qxb2'], ['Ba4', 'Qxe5'], ['Bxb5', 'Nxb5'], ['Qc5', 'Qb2'], ['Re1', 'g6'], ['h3', 'Rd8\n'], ['Rc1', 'Nf6'], ['Rf1', 'Rd5'], ['Qb6', 'Qe2'], ['Qa6', 'Rd1'], ['Rxd1', 'Qxd1+'], ['Kh2', 'Qxb1']]",0-1
PRO League Group Stage,chess.com INT,2018.02.03,4,"Gurevich,Daniel","Sarana,A",,,D02,"[['d4', 'Nf6'], ['Nf3', 'd5'], ['Bf4', 'c5'], ['e3', 'Nc6'], ['Nbd2', 'e6'], ['c3', 'Bd6'], ['Bg3', 'O-O'], ['Bd3', 'Qe7\n'], ['Ne5', 'Nd7'], ['Nxd7', 'Qxd7'], ['dxc5', 'Bxc5'], ['e4', 'd4'], ['Nb3', 'Bb6'], ['c4', 'e5'], ['O-O', 'Qe7\n'], ['Rc1', 'Be6'], ['Kh1', 'a5'], ['a3', 'f6'], ['Nd2', 'Bc5'], ['Nb3', 'Bd6'], ['c5', 'Bc7'], ['Nd2', 'Kh8\n'], ['Qa4', 'Rfb8'], ['Bc4', 'Bd7'], ['Bb5', 'Be8'], ['Nc4', 'Na7'], ['Bxe8', 'Qxe8'], ['Qb3', 'a4'], ['Qd3', 'Nc6\n'], ['f4', 'Rd8'], ['fxe5', 'Bxe5'], ['Nd6', 'Bxd6'], ['cxd6', 'Ra5'], ['Rf5', 'Rxf5'], ['exf5', 'Qf7'], ['Re1', 'Qd5\n'], ['Qe4', 'Qxe4'], ['Rxe4', 'Kg8'], ['Kg1', 'Kf7'], ['Kf1', 'Ra8'], ['Bf2', 'Ra5'], ['g4', 'Rd5'], ['Bg3', 'g6\n'], ['fxg6+', 'hxg6'], ['Ke2', 'Ne5'], ['h4', 'd3+'], ['Kd2', 'b5'], ['h5', 'Nc4+'], ['Kd1', 'Nxb2+'], ['Kd2', 'Nc4+\n'], ['Kd1', 'd2'], ['Rxc4', 'bxc4'], ['h6', 'c3']]",0-1
