US Amateur Team East,Parsipanny USA,2002.02.16,1,"Milovanovic,Dragan","Caruana,F",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['e3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'd5'], ['Nbd2', 'Nbd7'], ['c3', 'b6'], ['e4', 'dxe4\n'], ['Nxe4', 'Bb7'], ['Re1', 'Re8'], ['Bf4', 'Rc8'], ['Qa4', 'a6'], ['Rad1', 'b5'], ['Qc2', 'Nd5'], ['Bg3', 'c6\n'], ['h4', 'c5'], ['dxc5', 'Nxc5'], ['Nxc5', 'Rxc5'], ['Qb1', 'Qb6'], ['h5', 'Bxc3'], ['hxg6', 'hxg6'], ['bxc3', 'Nxc3\n'], ['Qb4', 'Nxd1'], ['Rxd1', 'Bxf3'], ['gxf3', 'Rd8'], ['Be2', 'Rxd1+'], ['Bxd1', 'Rc1'], ['Qd2', 'Qc5\n'], ['Kg2', 'a5'], ['Bf4', 'Rc4'], ['Be3', 'Qd6'], ['Bb3', 'Rh4'], ['Qxa5', 'Qd7'], ['Kf1', 'Qd3+'], ['Kg2', 'Qd7']]",1/2-1/2
Renova FIDE GP Zug,Zug SUI,2013.04.29,10.4,"Caruana,F","Topalov,V",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'e5'], ['Nb3', 'Be6'], ['f3', 'Be7\n'], ['Qd2', 'O-O'], ['O-O-O', 'a5'], ['a4', 'Na6'], ['Bb5', 'Nc7'], ['Bb6', 'Qc8'], ['Bxc7', 'Qxc7'], ['g4', 'Rfd8\n'], ['g5', 'Nh5'], ['Nd5', 'Bxd5'], ['exd5', 'g6'], ['Kb1', 'Rf8'], ['Qe3', 'Qd8'], ['h4', 'Nf4'], ['Qg1', 'h6\n'], ['Nd2', 'Kg7'], ['gxh6+', 'Kxh6'], ['Nc4', 'Qc7'], ['Qe3', 'Kh7'], ['h5', 'g5'], ['h6', 'f5'], ['Qd2', 'Rf6\n'], ['Rdg1', 'Rg6'], ['Ne3', 'Rf8'], ['Nc4', 'Bd8'], ['Rd1', 'Rff6'], ['Qf2', 'Rxh6'], ['Qa7', 'Rxh1'], ['Rxh1+', 'Rh6\n'], ['Qg1', 'Rh4'], ['Ne3', 'Qf7'], ['Ng2', 'Rxh1'], ['Qxh1+', 'Qh5'], ['Qxh5+', 'Nxh5'], ['Ne3', 'Ng3'], ['Kc1', 'Kg6\n'], ['Kd1', 'g4'], ['fxg4', 'f4'], ['Nc4', 'Bc7'], ['Bd7', 'Kg5'], ['Ke1', 'f3'], ['Ne3', 'Bb6']]",0-1
Renova FIDE GP Zug,Zug SUI,2013.04.30,11.1,"Nakamura,Hi","Caruana,F",,,D10,"[['d4', 'd5'], ['c4', 'c6'], ['cxd5', 'cxd5'], ['Bf4', 'Nc6'], ['Nc3', 'Nf6'], ['e3', 'a6'], ['Bd3', 'Bg4'], ['Nge2', 'e6\n'], ['O-O', 'Be7'], ['Rc1', 'O-O'], ['a3', 'Bh5'], ['Na4', 'Nd7'], ['Qb3', 'Ra7'], ['Bg3', 'Bg6'], ['Nf4', 'Na5\n'], ['Qa2', 'Bxd3'], ['Nxd3', 'Nc4'], ['Nac5', 'b6'], ['Nxd7', 'Qxd7'], ['a4', 'Rc8'], ['b3', 'Nd6'], ['a5', 'Rxc1\n'], ['Rxc1', 'Rc7'], ['Rxc7', 'Qxc7'], ['axb6', 'Qxb6'], ['Qc2', 'h6'], ['h3', 'Bf8'], ['Bf4', 'Qb5'], ['g4', 'Ne4\n'], ['f3', 'Nf6'], ['h4', 'h5'], ['g5', 'Nd7'], ['Bc7', 'g6'], ['Kf2', 'Be7'], ['Qc3', 'Nb8'], ['Bxb8', 'Qxb8\n'], ['Ne5', 'Qb7'], ['Qc6', 'Qxc6'], ['Nxc6', 'Bd6'], ['e4', 'Kf8'], ['Ne5', 'Ke8'], ['Nd3', 'a5'], ['exd5', 'exd5\n'], ['f4', 'f6'], ['gxf6', 'Kf7'], ['f5', 'Kxf6'], ['fxg6', 'Kxg6'], ['Ke3', 'Kf5'], ['Kf3', 'Bc7'], ['Nc1', 'Bd8\n'], ['Ne2', 'Bxh4'], ['Nf4', 'Bf6'], ['Nxd5', 'Bxd4'], ['Ne7+', 'Kg5'], ['Nc6', 'Bc3'], ['Nxa5', 'Bxa5'], ['b4', 'Bxb4']]",1/2-1/2
Makedonia Palace GP,Thessaloniki GRE,2013.05.22,1.3,"Ponomariov,R","Caruana,F",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['d3', 'b5'], ['Bb3', 'd6'], ['a4', 'Bd7\n'], ['c3', 'Na5'], ['Bc2', 'c5'], ['d4', 'Qb8'], ['Bg5', 'h6'], ['Bh4', 'Be6'], ['Nbd2', 'O-O'], ['h3', 'Rc8'], ['Bg3', 'cxd4\n'], ['cxd4', 'Nh5'], ['Bh2', 'Nf4'], ['axb5', 'axb5'], ['Bxf4', 'exf4'], ['Bd3', 'Nc4'], ['Qe2', 'Rxa1'], ['Rxa1', 'Bf6\n'], ['Rc1', 'Nxd2'], ['Rxc8+', 'Bxc8'], ['Qxd2', 'g5'], ['Qe2', 'g4'], ['hxg4', 'Bxg4'], ['e5', 'dxe5'], ['dxe5', 'Bxf3\n'], ['gxf3', 'Qxe5'], ['Qxe5', 'Bxe5'], ['Bxb5', 'Bxb2'], ['Kg2', 'Kg7'], ['Bc4', 'Kg8'], ['Bb3', 'Kg7'], ['Bc4', 'Kg8\n'], ['Bb3', 'Kg7'], ['Bc4', '']]",1/2-1/2
Makedonia Palace GP,Thessaloniki GRE,2013.05.23,2.4,"Caruana,F","Ivanchuk,V",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'g6'], ['d4', 'Bd7'], ['O-O', 'Bg7'], ['h3', 'h6'], ['Be3', 'Nge7\n'], ['Nbd2', 'O-O'], ['dxe5', 'dxe5'], ['Bc5', 'Re8'], ['Re1', 'b6'], ['Ba3', 'Na7'], ['Bxd7', 'Qxd7'], ['Nc4', 'Qe6\n'], ['Ne3', 'Nb5'], ['Bxe7', 'Rxe7'], ['Qa4', 'Nd6'], ['Qc6', 'Rc8'], ['Rad1', 'Kh7'], ['Rd2', 'Ne8'], ['Qb7', 'Nd6\n'], ['Rxd6', 'cxd6'], ['Qxa6', 'Rcc7'], ['Nd5', 'Ra7'], ['Qb5', 'Reb7'], ['a4', 'f5'], ['Nd2', 'Bf6'], ['Qe8', 'Be7\n'], ['c4', 'Qg8'], ['Qc6', 'Qd8'], ['b3', 'Qd7'], ['Qxd7', 'Rxd7'], ['Nxb6', 'Rdb7'], ['Nc8', 'Ra6'], ['Nxe7', 'Rxe7\n'], ['Re3', 'Kg7'], ['Rd3', 'Rb7'], ['Kf1', 'Rab6'], ['Ke2', 'Kf6'], ['Kd1', 'Ke6'], ['Kc2', 'h5'], ['f3', 'Kf6\n'], ['Kc3', 'Ra6'], ['Rd5', 'Kg5'], ['a5', 'Kf4'], ['b4', 'Kg3'], ['Nb3', 'Kxg2'], ['b5', 'Ra8'], ['Rxd6', 'Kxf3\n'], ['a6', 'Rg7'], ['Nc5', 'fxe4'], ['b6', 'e3'], ['Rf6+', '']]",1-0
Makedonia Palace GP,Thessaloniki GRE,2013.05.24,3.4,"Svidler,P","Caruana,F",,,D70,"[['d4', 'Nf6'], ['c4', 'g6'], ['f3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nb6'], ['Nc3', 'Bg7'], ['Be3', 'O-O'], ['Qd2', 'Nc6\n'], ['O-O-O', 'Qd6'], ['Nb5', 'Qd7'], ['Bh6', 'Bxh6'], ['Qxh6', 'a6'], ['Nc3', 'Nxd4'], ['f4', 'f6'], ['Nf3', 'e5\n'], ['fxe5', 'fxe5'], ['Nxe5', 'Qd6'], ['Nf3', 'c5'], ['Ng5', 'Qe7'], ['Nd5', 'Nxd5'], ['Bc4', 'Kh8'], ['exd5', 'Qg7\n'], ['Qxg7+', 'Kxg7'], ['d6', 'Bf5'], ['b4', 'b6'], ['Rhe1', 'Rfe8'], ['Re7+', 'Rxe7'], ['dxe7', 'Re8'], ['bxc5', 'bxc5\n'], ['Re1', 'Nc2'], ['Re2', 'Nd4'], ['Re3', 'Nc2'], ['Re2', 'Nd4'], ['Re3', 'Nc2'], ['Re2', '']]",1/2-1/2
Makedonia Palace GP,Thessaloniki GRE,2013.05.25,4.3,"Caruana,F","Kasimdzhanov,R",,,C89,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['c3', 'd5\n'], ['exd5', 'Nxd5'], ['Nxe5', 'Nxe5'], ['Rxe5', 'c6'], ['d3', 'Bd6'], ['Re1', 'Bf5'], ['Qf3', 'Qf6'], ['Nd2', 'Qg6\n'], ['Bd1', 'Bxd3'], ['Ne4', 'Bxe4'], ['Qxe4', 'Qxe4'], ['Rxe4', 'Rfe8'], ['Rxe8+', 'Rxe8'], ['Kf1', 'Be5\n'], ['Bd2', 'b4'], ['Rc1', 'bxc3'], ['bxc3', 'Bf4'], ['Bxf4', 'Nxf4'], ['Bf3', 'Nd5'], ['c4', 'Nb4'], ['Rb1', 'c5\n'], ['a3', 'Nc2'], ['Bd5', 'Kf8'], ['g3', 'Nxa3'], ['Rb2', 'g6'], ['h4', 'h5'], ['Rb7', 'Re7'], ['Rb8+', 'Re8\n'], ['Rb2', 'Re7'], ['Kg2', 'Kg7'], ['Kf3', 'f5'], ['Ra2', 'Nb1'], ['Rxa6', 'Nd2+'], ['Kg2', 'Nb3'], ['Rc6', 'Kh6\n'], ['Rc8', 'Kg7'], ['Bf3', 'Ra7'], ['Bc6', 'Nc1'], ['Rd8', 'Rc7'], ['Rd6', 'Re7'], ['Bb5', 'Nb3'], ['Rd5', 'Ra7\n'], ['Rd6', 'Re7'], ['Rc6', 'Ra7'], ['Rc8', 'Nd2'], ['Re8', 'Ne4'], ['Bc6', 'Nf6'], ['Re5', 'Ng4'], ['Re2', 'Kf6\n'], ['Bd5', 'Re7'], ['Ra2', 'Kg7'], ['Kf3', 'Ne5+'], ['Kg2', 'Ng4'], ['Rb2', 'Kh7'], ['Bf3', 'Ne5'], ['Re2', 'Kg7\n'], ['Bd5', 'Kf6'], ['Ra2', 'Kg7'], ['Ra6', 'Kh7'], ['Rd6', 'Kg7'], ['Ra6', 'Kh7'], ['Ra8', 'Ng4'], ['Kf3', 'Ne5+\n'], ['Kg2', 'Ng4'], ['Ra2', 'Kg7'], ['Rd2', 'Ne5'], ['Re2', 'Nc6'], ['Rd2', 'Ne5'], ['Ra2', '']]",1/2-1/2
Makedonia Palace GP,Thessaloniki GRE,2013.05.27,5.1,"Nakamura,Hi","Caruana,F",,,D80,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['e3', 'Bg7'], ['Qb3', 'e6'], ['Qa3', 'c6'], ['Nf3', 'a5'], ['b3', 'Na6'], ['Be2', 'Ne4\n'], ['Qb2', 'O-O'], ['O-O', 'b6'], ['Rd1', 'Bb7'], ['Bd2', 'Nxd2'], ['Qxd2', 'Nb8'], ['Rac1', 'Nd7'], ['Na4', 'Qe7\n'], ['Ne1', 'Rfd8'], ['cxd5', 'exd5'], ['Nd3', 'Re8'], ['Rc2', 'h5'], ['Bf1', 'h4'], ['Qc1', 'Qe6'], ['h3', 'Bf8\n'], ['Be2', 'Bd6'], ['Nf4', 'Qe7'], ['Qb1', 'Kg7'], ['Nd3', 'Rac8'], ['Ne1', 'f5'], ['Bd3', 'Qf6'], ['Re2', 'Re7\n'], ['Qc2', 'Rf8'], ['f4', 'Rfe8'], ['Qd2', 'g5'], ['Nf3', 'gxf4'], ['exf4', 'Rxe2'], ['Bxe2', 'Bb4'], ['Qc2', 'Re4\n'], ['Nb2', 'Nf8'], ['Nd3', 'Bd6'], ['Nde5', 'Ne6'], ['Bd3', 'Nxd4'], ['Qc1', 'Nxf3+'], ['gxf3', 'Bxe5'], ['fxe5', 'Rxe5\n'], ['Qf4', 'c5'], ['Kh2', 'Kf7'], ['Rg1', 'Bc8'], ['Rg5', 'Qd6'], ['Rg4', 'Re6'], ['Qxd6', 'Rxd6'], ['Rxh4', 'Rg6\n'], ['Rh8', 'Rg8'], ['Rxg8', 'Kxg8'], ['Kg3', 'Kg7'], ['Kf4', 'Kf6'], ['Bb5', 'Be6'], ['h4', 'c4'], ['bxc4', 'dxc4\n'], ['Ke3', 'c3'], ['a3', 'Bd5'], ['Ba4', 'Bb7'], ['f4', 'Be4'], ['Bb5', 'Kg6'], ['Be8+', 'Kh6'], ['a4', 'Bb1\n'], ['Ke2', 'Bc2'], ['Ke3', 'Be4'], ['Ke2', 'Kg7'], ['Ke3', 'Kf8'], ['Bd7', 'Ke7'], ['Bb5', 'Kd6'], ['Be8', 'Ke6\n'], ['Ke2', 'Kf6'], ['Ke3', 'Kg7'], ['Ke2', 'Kh6'], ['Ke3', 'Bb1'], ['Ke2', 'Bc2'], ['Ke3', 'Bb3'], ['Kd3', 'c2\n'], ['Kd2', 'Kg7'], ['Kc1', 'Kf6'], ['Kd2', 'Kg7'], ['Kc1', 'Kf6'], ['Kd2', 'Kg7']]",1/2-1/2
Makedonia Palace GP,Thessaloniki GRE,2013.05.28,6.2,"Caruana,F","Bacrot,E",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nf6'], ['Nxc6', 'bxc6'], ['e5', 'Qe7'], ['Qe2', 'Nd5'], ['c4', 'Nb6\n'], ['Nc3', 'Qe6'], ['Qe4', 'Bb4'], ['Bd2', 'Ba6'], ['b3', 'Bxc3'], ['Bxc3', 'd5'], ['Qh4', 'dxc4'], ['Rc1', 'Qg6\n'], ['g3', 'O-O'], ['Be2', 'Rad8'], ['O-O', 'c5'], ['Rfe1', 'Bb7'], ['Bg4', 'Qc6'], ['f3', 'Bc8'], ['e6', 'fxe6\n'], ['Qe7', 'e5'], ['Bxe5', 'Qh6'], ['Bxc8', 'Rxc8'], ['f4', 'cxb3'], ['axb3', 'Nd5'], ['Qxc5', 'Qb6'], ['Bd4', 'Qxc5\n'], ['Bxc5', 'Rfe8'], ['Bxa7', 'Rxe1+'], ['Rxe1', 'Ra8'], ['Ra1', 'c5'], ['Ra5', 'Nf6'], ['Kf1', 'c4'], ['b4', 'Nd5\n'], ['Rxd5', 'Rxa7'], ['Ke2', 'Ra2+'], ['Rd2', 'Ra1'], ['Rc2', 'Rh1'], ['Ke3', '']]",1-0
Makedonia Palace GP,Thessaloniki GRE,2013.05.29,7.6,"Morozevich,A","Caruana,F",,,A34,"[['Nf3', 'Nf6'], ['c4', 'c5'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'e6'], ['Qc2', 'Be7'], ['a3', 'O-O'], ['b3', 'b6\n'], ['Bb2', 'Ba6'], ['Bxa6', 'Nxa6'], ['h4', 'Nac7'], ['Ne2', 'Bf6'], ['Ng5', 'g6'], ['Nf3', 'Bxb2'], ['Qxb2', 'f6\n'], ['b4', 'e5'], ['bxc5', 'bxc5'], ['Qc2', 'Ne6'], ['O-O', 'Rc8'], ['Rab1', 'Qd7'], ['d3', 'Rfd8'], ['Rfd1', 'Qc6\n'], ['Nd2', 'Rd7'], ['Rdc1', 'Nb6'], ['h5', 'Kg7'], ['Rb3', 'Rcd8'], ['Ng3', 'Qd5'], ['Rc3', 'Qc6'], ['Rb3', 'Qd5\n'], ['Nf3', 'Rc7'], ['Rc3', 'Qd7'], ['Nh4', 'Qa4'], ['Qa2', 'Ng5'], ['e4', 'Qb5'], ['Qe2', 'Na4'], ['Rc4', 'Nb6\n'], ['hxg6', 'hxg6'], ['Nxg6', 'Nxc4'], ['dxc4', 'Qe8'], ['Nh4', 'Kh8'], ['Rd1', 'Rxd1+'], ['Qxd1', 'Rd7\n'], ['Qg4', 'Rh7'], ['Nhf5', 'Ne6'], ['Ne3', 'Nf4'], ['Nd5', 'Qb8'], ['Nf1', 'Nh3+'], ['gxh3', 'Rg7'], ['Nfe3', 'Rxg4+\n'], ['hxg4', 'Qb1+'], ['Kg2', 'Qxe4+'], ['Kg3', 'a5'], ['a4', 'Qd4'], ['Kh4', 'f5'], ['Nxf5', 'Qxc4'], ['Nde7', 'Qe6\n'], ['Kh5', 'c4'], ['Ng6+', 'Kg8'], ['Nh6+', 'Kg7'], ['Nf5+', 'Kf7'], ['Nh6+', 'Ke8'], ['Nf5', 'Qf6']]",0-1
Makedonia Palace GP,Thessaloniki GRE,2013.05.30,8.2,"Grischuk,A","Caruana,F",,,C88,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['a4', 'b4\n'], ['d4', 'd6'], ['dxe5', 'dxe5'], ['Nbd2', 'Bc5'], ['Qe2', 'Bg4'], ['h3', 'Bh5'], ['c3', 'Na5'], ['g4', 'Bg6\n'], ['Bc2', 'bxc3'], ['bxc3', 'Nd5'], ['Nb1', 'Nf4'], ['Bxf4', 'exf4'], ['Nbd2', 'Qe7'], ['Kg2', 'Bb6'], ['Nc4', 'Qc5\n'], ['Nce5', 'Qxc3'], ['Rad1', 'Rfe8'], ['Nxg6', 'hxg6'], ['e5', 'Re7'], ['h4', 'Rae8'], ['h5', 'gxh5'], ['Qe4', 'g6\n'], ['gxh5', 'Qc6'], ['hxg6', 'Qxg6+'], ['Qxg6+', 'fxg6'], ['Rg1', 'Nc6'], ['Bxg6', 'Rg7'], ['Kf1', 'Re6\n'], ['Bf5', 'Rxg1+'], ['Kxg1', 'Re7'], ['Rd5', 'Kg7'], ['Be4', 'a5'], ['Kg2', 'Kh6'], ['Rd1', 'Rg7+'], ['Kf1', 'Ne7\n'], ['Ke2', 'Rg4'], ['Rh1+', 'Kg7'], ['Rh7+', 'Kf8'], ['e6', 'Rg7'], ['Rh4', 'Ng8'], ['Rxf4+', 'Ke7'], ['Bf5', 'Nf6\n'], ['Nh4', 'Nd5'], ['Rf3', 'Kd6'], ['Ng6', 'Bd4'], ['Nf4', 'Nxf4+'], ['Rxf4', 'c5'], ['Re4', 'Rb7'], ['f4', 'Ke7\n'], ['Kf3', 'Rb3+'], ['Kg4', 'Re3'], ['Rxe3', 'Bxe3'], ['Kf3', 'Bd2'], ['Bd3', 'Kxe6'], ['Bc4+', 'Kf6'], ['Bd3', 'Ke6\n'], ['Bc4+', 'Kf6'], ['Bd3', 'Ke6']]",1/2-1/2
Makedonia Palace GP,Thessaloniki GRE,2013.06.01,9.6,"Caruana,F","Dominguez Perez,L",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f3', 'e5'], ['Nb3', 'Be6'], ['Be3', 'h5\n'], ['Qd2', 'Nbd7'], ['Nd5', 'Bxd5'], ['exd5', 'g6'], ['Be2', 'Qc7'], ['c4', 'a5'], ['Rd1', 'a4'], ['Na1', 'Qa5\n'], ['Qxa5', 'Rxa5'], ['Nc2', 'Bh6'], ['Bf2', 'Ke7'], ['g3', 'Ne8'], ['O-O', 'f5'], ['Rfe1', 'Nef6'], ['Bf1', 'Kf7\n'], ['Na3', 'e4'], ['f4', 'g5'], ['fxg5', 'Bxg5'], ['Bd4', 'Ne5'], ['Be2', 'h4'], ['Rf1', 'Kg6'], ['Nb5', 'Rxb5\n'], ['cxb5', 'hxg3'], ['hxg3', 'Rc8'], ['Rf2', 'Nfg4'], ['Bxg4', 'Nxg4'], ['Re2', 'Rc4'], ['a3', 'Bf6'], ['Ba7', 'Be5\n'], ['Kg2', 'Nf6'], ['Rdd2', 'Rc8'], ['Bd4', 'Re8'], ['Re1', 'Kg5'], ['Bxe5', 'Rxe5'], ['Rd4', 'f4'], ['gxf4+', 'Kxf4\n'], ['Rxa4', 'Rxd5'], ['Re2', 'Rxb5'], ['b4', 'Rg5+'], ['Kf1', 'Ng4'], ['Ke1', 'Ne3'], ['Rf2+', 'Ke5'], ['Ra7', 'Rg7\n'], ['a4', 'd5'], ['a5', 'd4'], ['a6', 'Rg1+'], ['Ke2', 'bxa6'], ['Re7+', 'Kd5'], ['Rd7+', 'Kc4'], ['Rc7+', 'Kb3\n'], ['Rh2', 'Rg3'], ['Rd7', 'd3+'], ['Ke1', 'Rf3'], ['Rh1', 'Nc4'], ['Rd4', 'Re3+'], ['Kf2', 'Re2+'], ['Kg3', 'Kc3\n'], ['Rd8', 'd2']]",0-1
Makedonia Palace GP,Thessaloniki GRE,2013.06.02,10.2,"Topalov,V","Caruana,F",,,C78,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'b5'], ['Bb3', 'Bc5'], ['Nc3', 'd6'], ['Nd5', 'Na5\n'], ['d4', 'Nxb3'], ['axb3', 'Nxd5'], ['exd5', 'exd4'], ['Re1+', 'Kf8'], ['Nxd4', 'Bd7'], ['Be3', 'Qf6'], ['Qd2', 'h5\n'], ['b4', 'Bb6'], ['Ra3', 'h4'], ['Ne6+', 'Kg8'], ['Bxb6', 'cxb6'], ['Ng5', 'Rc8'], ['Rf3', 'Qg6'], ['Rd3', 'Rh5\n'], ['f4', 'f6'], ['Ne4', 'Rc7'], ['Nxd6', 'f5'], ['Qe2', 'Rh6'], ['Ne8', 'Rc8'], ['Re3', 'Kf8'], ['Nxg7', 'Qxg7\n'], ['c3', 'Qg4'], ['Qd2', 'Rh7'], ['Qd4', 'Rg7'], ['R1e2', 'Qg6'], ['b3', 'a5'], ['bxa5', 'bxa5'], ['h3', 'a4\n'], ['Qb4+', 'Kg8'], ['bxa4', 'bxa4'], ['c4', 'Qf6'], ['c5', 'Qf8'], ['d6', 'Rb8'], ['Qd4', 'Bc6'], ['Re7', 'a3\n'], ['Qc4+', 'Kh8'], ['Qc3', 'Ra8'], ['Qa1', 'Be4'], ['Qe5', 'Bc6'], ['Qa1', 'a2'], ['Kh2', 'Be4'], ['Rc7', 'Qg8\n'], ['Re7', 'Kh7'], ['Qf6', 'Rxe7'], ['Qxh4+', 'Kg7'], ['Qxe7+', 'Kh8'], ['Rxe4', 'a1=Q'], ['Re5', 'Qb2\n'], ['Re2', 'Qbg7'], ['Qh4+', 'Q8h7'], ['Qe1', 'Qhg6'], ['d7', 'Qxd7']]",0-1
Makedonia Palace GP,Thessaloniki GRE,2013.06.03,11.1,"Caruana,F","Kamsky,G",,,C88,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['h3', 'Bb7\n'], ['d3', 'd6'], ['a3', 'Qd7'], ['Nbd2', 'Rfe8'], ['Nf1', 'Nd8'], ['Ng3', 'g6'], ['Bh6', 'Ne6'], ['Qd2', 'c5\n'], ['Ba2', 'Rac8'], ['c4', 'Kh8'], ['Ng5', 'Nxg5'], ['Bxg5', 'Ng8'], ['Bxe7', 'Rxe7'], ['b4', 'f5'], ['cxb5', 'axb5\n'], ['f4', 'cxb4'], ['axb4', 'Rf8'], ['Rf1', 'Rg7'], ['Rae1', 'h5'], ['Rf2', 'h4'], ['Nf1', 'exf4'], ['Rxf4', 'g5\n'], ['Rxf5', 'Rxf5'], ['exf5', 'Qxf5'], ['Re8', 'Bd5'], ['Bxd5', 'Qxd5'], ['Ne3', 'Qd4'], ['Qd1', 'Kh7'], ['Qh5+', 'Nh6\n'], ['Re6', '']]",1-0
8th Tal Mem Blitz,Moscow RUS,2013.06.12,1,"Caruana,F","Karjakin,Sergey",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['h3', 'e6'], ['g4', 'Nc6'], ['Bg2', 'Nd7\n'], ['Be3', 'Be7'], ['Qe2', 'O-O'], ['O-O-O', 'Nxd4'], ['Bxd4', 'b5'], ['e5', 'd5'], ['f4', 'b4'], ['Na4', 'Bb7\n'], ['b3', 'Bc6'], ['Nb2', 'a5'], ['f5', 'a4'], ['Nd3', 'axb3'], ['cxb3', 'Bb5'], ['Kb1', 'Qa5'], ['Rhf1', 'Nc5\n'], ['Bxc5', 'Bxc5'], ['Rf4', 'Rfc8'], ['g5', 'Be3'], ['Rf3', 'Bxd3+']]",0-1
8th Tal Mem Blitz,Moscow RUS,2013.06.12,2,"Morozevich,A","Caruana,F",,,D43,"[['Nf3', 'Nf6'], ['c4', 'c6'], ['d4', 'd5'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Be2', 'Bb7\n'], ['e5', 'Nd5'], ['O-O', 'Nd7'], ['a4', 'a6'], ['Nxd5', 'cxd5'], ['Ne1', 'Be7'], ['f4', 'gxf4'], ['Bxf4', 'Qb6\n'], ['a5', 'Qc6'], ['Bg3', 'Rh7'], ['Qc2', 'Rg7'], ['Bh5', 'O-O-O'], ['Rxf7', 'Rdg8'], ['Nf3', 'Rxf7'], ['Bxf7', 'Rg7\n'], ['Bh5', 'Qc7'], ['Bf4', 'Bg5'], ['Nxg5', 'hxg5'], ['Be3', 'Qd8'], ['Bg4', 'Qe7'], ['Rf1', 'b4'], ['Qa4', 'b3\n'], ['Bd2', 'Rf7'], ['Qb4', 'Rxf1+'], ['Kxf1', 'Qf7+'], ['Ke1', 'Qg6'], ['Kf2', 'Qe4'], ['Bxe6', 'Qxd4+\n'], ['Kf1', 'Qd3+'], ['Kf2', 'Qd4+'], ['Kf1', 'Bc6'], ['Qd6', 'Qd3+'], ['Ke1', 'Qe4+'], ['Kf2', 'd4'], ['Bxc4', 'Qxg2+\n'], ['Ke1', 'Qh1+'], ['Ke2', 'Qxh2+'], ['Kd3', 'Nxe5+'], ['Kxd4', 'Nf3+'], ['Kc5', 'Qxd6+'], ['Kxd6', 'Nxd2\n'], ['Bxa6+', 'Bb7'], ['Be2', 'Ne4+'], ['Ke5', 'Nc5'], ['Kf6', 'Ba6'], ['Bg4+', 'Kc7'], ['Kxg5', 'Bc4'], ['Kf4', 'Nd3+\n'], ['Ke3', 'Nxb2'], ['Kd2', 'Na4'], ['Bf5', 'Kb7'], ['Bd7', 'b2'], ['Bf5', 'Ba2'], ['Bc2', 'Ka6'], ['Ke3', 'Kxa5\n'], ['Kd4', 'Kb4'], ['Kd3', 'Nc3'], ['Kd2', 'Nb1+'], ['Kd3', 'Na3']]",0-1
