Berlin,Berlin,1862.??.??,?,"Holdheim, O.","Wolff, Patrick G",,,C26,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['Bc4', 'Nf6'], ['f4', 'Bxg1'], ['Rxg1', 'exf4'], ['e5', 'Qe7'], ['Kf2', 'Qc5+'], ['d4', 'Qxc4\n'], ['exf6', 'g5'], ['Re1+', 'Kd8'], ['g3', 'fxg3+'], ['hxg3', 'Nc6'], ['Bxg5', 'Nxd4'], ['Re4', 'c5'], ['Be3', 'd5\n'], ['Bxd4', 'dxe4'], ['Bxc5+', 'Bd7'], ['Qd6', 'Qe6'], ['Qe7+', 'Qxe7'], ['fxe7+', 'Kc7'], ['Nxe4', 'b6\n'], ['Bd6+', 'Kb7'], ['Be5', 'Bc6'], ['Nd6+', 'Ka6'], ['Bxh8', 'Rxh8'], ['Re1', 'Be8'], ['Kf3', 'b5'], ['Kf4', 'Kb6\n'], ['Kf5', 'Kc6'], ['Nxe8', 'Rxe8'], ['Kf6', '']]",1-0
USA-ch,Modesto,1995.??.??,1,"Wolff, Patrick G","Browne, Walter S",,,B23,"[['e4', 'c5'], ['Nc3', 'd6'], ['f4', 'g6'], ['Nf3', 'Bg7'], ['Bc4', 'Nc6'], ['d3', 'e6'], ['O-O', 'Nge7'], ['Qe1', 'O-O\n'], ['f5', 'd5'], ['Bb3', 'c4'], ['dxc4', 'dxe4'], ['f6', 'Bxf6'], ['Nxe4', 'Bg7'], ['Bg5', 'f6'], ['Rd1', 'Qc7\n'], ['Be3', 'b6'], ['Nd6', 'Na5'], ['Nb5', 'Qb8'], ['Bd2', 'Nxb3'], ['axb3', 'a6'], ['Bb4', 'axb5'], ['Bxe7', 'Re8\n'], ['Qh4', 'f5'], ['Bd6', 'Qb7'], ['Ne5', 'bxc4'], ['bxc4', 'Ra2'], ['Rf3', 'Rxb2'], ['Rh3', 'Bxe5'], ['Bxe5', 'Rxc2\n'], ['Rg3', 'Qf7'], ['Rd4', 'Re2'], ['Qf4', 'Bb7'], ['Kf1', 'Re4'], ['Rxe4', 'fxe4'], ['Qxf7+', 'Kxf7'], ['Ra3', 'Re7\n'], ['Ke2', 'g5'], ['Ke3', 'Rd7'], ['Rb3', 'Ba6'], ['Rxb6', 'Bxc4'], ['Rc6', 'Bf1'], ['Rc2', 'Kg6'], ['Rf2', 'Rd5\n'], ['Bb2', 'Bd3'], ['g4', 'Rb5'], ['Ba1', 'Ra5'], ['Bb2', 'Rb5'], ['Ba1', 'e5'], ['Rf5', 'h5'], ['Rxe5', 'Rb1\n'], ['gxh5+', 'Kxh5'], ['Bc3', 'Rh1'], ['Re8', 'Kg4'], ['Rh8', 'Bb1'], ['h3+', 'Kf5'], ['Rh6', 'g4'], ['hxg4+', '']]",1-0
USA-ch,Modesto,1995.??.??,2,"Gulko, Boris F","Wolff, Patrick G",,,A29,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['g3', 'Bc5'], ['Bg2', 'd6'], ['d3', 'O-O'], ['O-O', 'a6'], ['e3', 'h6'], ['b3', 'Ba7\n'], ['Bb2', 'Rb8'], ['h3', 'b5'], ['Rc1', 'Bd7'], ['Kh2', 'Re8'], ['Ng1', 'Ne7'], ['Nge2', 'Be6'], ['cxb5', 'axb5\n'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Qd2', 'b4'], ['Na4', 'c5'], ['Ne2', 'Ng6'], ['Rfd1', 'Bb5'], ['Qc2', 'Qe7\n'], ['Nf4', 'Nxf4']]",1/2-1/2
USA-ch,Modesto,1995.??.??,3,"Wolff, Patrick G","Ivanov, Alexander",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Bb7'], ['d4', 'Re8'], ['Nbd2', 'Bf8'], ['a4', 'h6'], ['Bc2', 'exd4'], ['cxd4', 'Nb4'], ['Bb1', 'g6\n'], ['Ra3', 'Qd7'], ['Rae3', 'c5'], ['dxc5', 'dxc5'], ['e5', 'Nfd5'], ['e6', 'fxe6'], ['Re4', 'Nf6'], ['Ne5', 'Qd5\n'], ['Ng4', 'Nh7'], ['Ne3', 'Qd7'], ['Rg4', 'g5'], ['h4', 'Nd3'], ['Ne4', 'Rad8'], ['hxg5', 'Bxe4'], ['gxh6+', 'Kh8\n'], ['Rxe4', 'Nxe1'], ['Qxe1', 'e5'], ['Bc2', 'Ng5'], ['Rg4', 'Ne6'], ['h7', 'Bg7'], ['Bf5', 'Qe7'], ['Bg6', 'Rf8\n'], ['Nf5', 'Qd7'], ['Bh6', '']]",1/2-1/2
USA-ch,Modesto,1995.??.??,4,"Kudrin, Sergey","Wolff, Patrick G",,,B01,"[['e4', 'd5'], ['exd5', 'Qxd5'], ['Nc3', 'Qa5'], ['d4', 'Nf6'], ['Nf3', 'c6'], ['Bc4', 'Bf5'], ['Bd2', 'e6'], ['Qe2', 'Bb4\n'], ['a3', 'Nbd7'], ['O-O', 'Bxc3'], ['Bxc3', 'Qc7'], ['Bb3', 'O-O'], ['Bd2', 'c5'], ['Rac1', 'Bg4'], ['dxc5', 'Nxc5\n'], ['Qe5', 'Rfc8'], ['Qxc7', 'Rxc7'], ['Ne5', 'Nxb3'], ['cxb3', 'Rac8'], ['Rxc7', 'Rxc7'], ['Rc1', 'Rxc1+\n'], ['Bxc1', 'Bd1'], ['Be3', 'a6'], ['b4', 'Be2'], ['f3', 'Nd5'], ['Bd2', 'Bb5'], ['Ng4', 'Kf8'], ['Ne3', 'Nf4\n'], ['h4', 'f6'], ['g3', 'Nd3'], ['Bc3', 'e5'], ['Kg2', 'Bc6'], ['h5', 'Kf7'], ['g4', 'Nf4+'], ['Kg3', 'Ne6'], ['Nf1', 'Ng5\n'], ['Nd2', 'Ke6'], ['f4', 'Nf7'], ['fxe5', 'Nxe5'], ['Kf4', 'Bd5'], ['Nf1', 'Bc4'], ['Ne3', 'Bd3'], ['Ng2', 'g5+\n'], ['hxg6', 'Bxg6'], ['Ne3', 'Nd3+'], ['Kf3', 'Ne5+'], ['Kg3', 'Be4']]",1/2-1/2
USA-ch,Modesto,1995.??.??,5,"Wolff, Patrick G","Kaidanov, Grigory S",,,C06,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['c3', 'c5'], ['Bd3', 'Nc6'], ['Ne2', 'cxd4'], ['cxd4', 'Nb6\n'], ['Nf3', 'Be7'], ['h4', 'Bd7'], ['Rh3', 'Rc8'], ['a3', 'h6'], ['h5', 'a6'], ['Rg3', 'Bf8'], ['Nf4', 'Ne7'], ['b3', 'Bb5\n'], ['Bb1', 'a5'], ['a4', 'Ba6'], ['Ba3', 'Qc7'], ['Ng1', 'Nf5'], ['Bxf5', 'Bxa3'], ['Rxa3', 'exf5'], ['Nge2', '']]",1/2-1/2
USA-ch,Modesto,1995.??.??,6,"Khmelnitsky, Igor N","Wolff, Patrick G",,,D02,"[['Nf3', 'd5'], ['d4', 'e6'], ['Bg5', 'Be7'], ['Bxe7', 'Qxe7'], ['c3', 'Nf6'], ['e3', 'Nbd7'], ['Nbd2', 'e5'], ['dxe5', 'Nxe5\n'], ['Nxe5', 'Qxe5'], ['Nf3', 'Qe7'], ['Qb3', 'O-O'], ['c4', 'dxc4'], ['Bxc4', 'Ne4'], ['O-O', 'Bg4'], ['Qc2', 'Rad8\n'], ['Rfd1', 'h6'], ['Rxd8', 'Rxd8'], ['Rd1', 'Bxf3'], ['Rxd8+', 'Qxd8'], ['gxf3', 'Qg5+'], ['Kf1', 'Nd6\n'], ['Bd3', 'c5'], ['b4', 'b6'], ['bxc5', 'Qxc5'], ['Qxc5', 'bxc5'], ['Ke2', 'g5'], ['Bc2', 'Kg7'], ['Kd2', 'Kf6\n'], ['Kc3', 'Ke5'], ['Bb3', 'f6'], ['h3', 'f5'], ['Ba4', 'Nc8'], ['Bc6', 'Nb6'], ['a3', 'Ke6'], ['Kd3', 'Ke7\n'], ['Bb5', 'Kd6'], ['Be8', 'Kd5'], ['Bf7+', 'Ke5'], ['Be8', 'Nc8'], ['Bd7', 'Nb6'], ['Bc6', 'Kd6'], ['Bb7', 'a5\n'], ['Kc3', 'h5'], ['Ba6', 'h4'], ['Bd3', 'Ke5'], ['Be2', 'Kf6'], ['Kd3', 'Ke6'], ['e4', 'Ke5'], ['exf5', 'Kxf5\n'], ['Kc3', 'Ke5'], ['Ba6', 'Kd6'], ['Bb7', 'Kc7'], ['Be4', 'Nc8'], ['Bc2', 'Nd6'], ['Ba4', 'Kb6'], ['Bd1', 'Nb5+\n'], ['Kb3', 'Kc6'], ['f4', 'gxf4'], ['Bh5', 'Nd6'], ['Bf3+', 'Kb5'], ['a4+', 'Kb6'], ['Bd5', 'c4+'], ['Bxc4', 'Kc5\n'], ['Be6', 'Kd4'], ['Kc2', 'Ne4'], ['Kd1', 'f3'], ['Ke1', 'Nc5'], ['Bc8', 'Ke4'], ['Kd2', 'Nxa4'], ['Kc2', 'Nc5\n'], ['Kc3', 'Kf4']]",0-1
USA-ch,Modesto,1995.??.??,7,"Wolff, Patrick G","Yermolinsky, Alex",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['h4', 'Qb6'], ['c3', 'e6'], ['Nd2', 'h5'], ['Nb3', 'Nd7'], ['Be2', 'g6'], ['Nf3', 'Bg4\n'], ['Bf4', 'Bh6'], ['Ng5', 'Bxe2'], ['Qxe2', 'Ne7'], ['O-O', 'Nf5'], ['g3', 'c5'], ['dxc5', 'Nxc5'], ['Nd4', 'Bxg5\n'], ['Bxg5', 'Ne4'], ['Nxf5', 'gxf5'], ['Bf4', 'O-O-O'], ['Kh2', 'Kb8'], ['f3', 'Nc5'], ['Rfd1', 'Na4'], ['Rd2', 'Rc8\n'], ['Be3', 'Qa6'], ['Qf2', 'b6'], ['Rad1', 'Rhg8'], ['Rd4', 'Nc5'], ['b3', 'Nb7'], ['Qd2', 'Na5'], ['Bf4', 'Rc7\n'], ['Rd3', 'Rgc8'], ['Rc1', 'Nc6'], ['Kh3', 'Ne7'], ['Bg5', 'Nc6'], ['Re1', 'Qa5'], ['Bf6', 'd4'], ['c4', 'Qa3\n'], ['Re2', 'Rd7'], ['Qf4', 'Qc5'], ['g4', 'Nb4'], ['Rdd2', 'd3'], ['Rg2', 'Rd4'], ['Qe3', 'Rg8'], ['Be7', 'hxg4+\n'], ['fxg4', 'fxg4+'], ['Kg3', 'Qxe7'], ['Qxd4', 'Rd8'], ['Qxg4', 'Nc6'], ['Qg5', 'Qc7'], ['Kh3', 'Nxe5\n'], ['Rg3', 'Ng6'], ['Rf2', 'd2'], ['Rxd2', 'Nf4+'], ['Qxf4', 'Qxf4'], ['Rxd8+', 'Kc7'], ['Rdg8', 'Qf1+\n'], ['Kh2', 'f5'], ['Rh3', 'f4'], ['h5', 'f3'], ['Rg1', 'Qe2+']]",0-1
USA-ch,Modesto,1995.??.??,8,"Dzindzichashvili, Roman","Wolff, Patrick G",,,D28,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'a6'], ['e3', 'Nf6'], ['Bxc4', 'e6'], ['O-O', 'c5'], ['Qe2', 'b5'], ['Bd3', 'cxd4\n'], ['exd4', 'Nc6'], ['Bg5', 'Be7'], ['Nc3', 'Nxd4'], ['Nxd4', 'Qxd4'], ['Bxf6', 'Qxf6'], ['Rfd1', 'Rb8'], ['Qc2', 'Qe5\n'], ['Be4', 'g6'], ['Bc6+', 'Kf8'], ['Rd2', 'Kg7'], ['Rad1', 'Bb7'], ['Bxb7', 'Rxb7'], ['g3', 'Rc8'], ['Qe4', 'Qxe4\n'], ['Nxe4', 'Rc6'], ['h4', 'h6'], ['Nd6', 'Rb8'], ['Ne4', 'Rc7'], ['Kg2', 'Rb6'], ['Kf3', 'Rbc6'], ['Nd6', 'Kf8\n'], ['Ne4', 'Ke8'], ['Nd6+', 'Kf8'], ['Ne4', 'Rc2'], ['Rxc2', 'Rxc2'], ['Rd2', 'Rxd2'], ['Nxd2', 'Bf6'], ['b3', 'Bd4\n'], ['Ke2', 'Ke7'], ['f3', 'h5'], ['Kd3', 'Bf2'], ['Ne4', 'Bb6'], ['a4', 'bxa4'], ['bxa4', 'f5'], ['Nd2', 'Bf2\n'], ['Nf1', 'f4'], ['gxf4', 'Bxh4'], ['Nd2', 'Kd7'], ['Ne4', 'Be7'], ['Nf2', 'Kc6'], ['Kc4', 'Bd6'], ['Nh3', 'h4']]",0-1
USA-ch,Modesto,1995.??.??,9,"Wolff, Patrick G","Orlov, Georgi",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nd7'], ['Ng5', 'Ngf6'], ['Bd3', 'e6'], ['N1f3', 'Bd6'], ['Qe2', 'h6\n'], ['Ne4', 'Nxe4'], ['Qxe4', 'Nf6'], ['Qe2', 'Qc7'], ['Bd2', 'b6'], ['O-O-O', 'Bb7'], ['Kb1', 'Rc8'], ['Rhg1', 'c5\n'], ['dxc5', 'Qxc5'], ['Bc3', 'O-O'], ['Bd4', 'Qc7'], ['g4', 'Nd5'], ['g5', 'h5'], ['Ne5', 'Nf4'], ['Qe3', 'Nxd3\n'], ['cxd3', 'Bxe5'], ['Bxe5', 'Qc2+'], ['Ka1', 'Bd5'], ['b3', 'Qc5'], ['Bd4', 'Qd6'], ['Be5', 'Qc5'], ['Bd4', 'Qd6\n'], ['Be5', '']]",1/2-1/2
USA-ch,Modesto,1995.??.??,10,"Benjamin, Joel","Wolff, Patrick G",,,D11,"[['Nf3', 'd5'], ['g3', 'c6'], ['Bg2', 'Bg4'], ['c4', 'e6'], ['Qb3', 'Qb6'], ['d4', 'Nd7'], ['Nc3', 'Ngf6'], ['O-O', 'Be7\n'], ['Bf4', 'O-O'], ['Rfe1', 'Bf5'], ['c5', 'Qxb3'], ['axb3', 'h6'], ['b4', 'a6'], ['Na2', 'a5'], ['Bc7', 'axb4\n'], ['Nxb4', 'Rfc8'], ['Bf4', 'Ne4'], ['Nd3', 'g5'], ['Be3', 'Bf6'], ['Rec1', 'Kg7'], ['Nfe1', 'Bd8'], ['f3', 'Nef6\n'], ['Bf2', 'Bg6'], ['g4', 'Ne8']]",1/2-1/2
USA-ch,Modesto,1995.??.??,11,"Gurevich, Dmitry","Wolff, Patrick G",,,B85,"[['Nf3', 'c5'], ['e4', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['a4', 'Nc6'], ['Be2', 'e6'], ['O-O', 'Be7\n'], ['Be3', 'O-O'], ['f4', 'Qc7'], ['Kh1', 'Re8'], ['Bf3', 'Rb8'], ['g4', 'Nd7'], ['g5', 'Nxd4'], ['Qxd4', 'b6\n'], ['Bg2', 'Bb7'], ['f5', 'Ne5'], ['Rad1', 'Bc6'], ['f6', 'Bf8'], ['fxg7', 'Bxg7'], ['Qxd6', 'Qxd6'], ['Rxd6', 'Rbc8\n'], ['Rb1', 'Nc4'], ['Rd3', 'Red8'], ['Bf4', 'Rxd3'], ['cxd3', 'Nxb2'], ['Rxb2', 'Bxc3'], ['Rxb6', 'a5'], ['Bd6', 'Bxa4\n'], ['h4', 'Bc2'], ['Bf1', 'Bd4'], ['Ra6', 'a4'], ['e5', 'Kg7'], ['Bg2', 'h6'], ['Be4', 'hxg5'], ['hxg5', 'Rh8+\n'], ['Kg2', 'Rh5'], ['Be7', 'Bxe5'], ['Rc6', 'Bb3'], ['Rc5', 'Bd4'], ['Rc8', 'f5'], ['gxf6+', 'Bxf6'], ['Bxf6+', 'Kxf6\n'], ['Ra8', 'Rc5'], ['Kf3', 'Rc1'], ['Ke3', 'e5'], ['Ra6+', 'Ke7'], ['Kd2', 'Rc2+'], ['Ke3', 'Ra2'], ['Ra5', 'a3\n'], ['Rxe5+', 'Kd6'], ['Kd4', 'Re2'], ['Ra5', 'a2'], ['Ra6+', 'Kc7'], ['Bd5', 'Bxd5'], ['Kxd5', 'Rc2'], ['d4', 'Kb7\n'], ['Ra4', 'Kb6'], ['Ra8', 'Kb5'], ['Kd6', 'Rc6+']]",0-1
USA-ch,Modesto,1995.??.??,12,"Wolff, Patrick G","Waitzkin, Joshua",,,B57,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Qb6'], ['Nb3', 'e6'], ['Bf4', 'Ne5\n'], ['Be2', 'Be7'], ['Be3', 'Qc7'], ['f4', 'Ng6'], ['Bd3', 'a6'], ['a4', 'b6'], ['O-O', 'O-O'], ['Qe2', 'Re8'], ['Rae1', 'Bb7\n'], ['Qf2', 'Ng4'], ['Bxb6', 'Qxc3'], ['bxc3', 'Nxf2'], ['Rxf2', 'Rab8'], ['Be3', 'Rec8'], ['Bd2', 'Bd8\n'], ['a5', 'Bf6'], ['c4', 'Rc7'], ['g3', 'Rbc8'], ['Bb4', 'Be7'], ['Rd2', 'Rd7'], ['Bf1', 'Rcd8'], ['Bg2', 'Rc7\n'], ['c5', 'dxc5'], ['Rxd8+', 'Bxd8'], ['Bxc5', 'Rd7'], ['Bf1', 'Ne7'], ['c4', 'Nc6'], ['Bb6', 'Be7'], ['e5', 'Bb4\n'], ['Rb1', 'f6'], ['Bh3', 'Kf7'], ['f5', 'exf5'], ['Bxf5', 'Re7'], ['e6+', 'Ke8'], ['Nc5', 'Bc8'], ['Be4', 'Bxc5+\n'], ['Bxc5', 'Rxe6'], ['Bd5', 'Kd7'], ['Rd1', 'Ke8'], ['Bxe6', 'Bxe6'], ['Rd6', 'Bd7'], ['Bb6', 'Ke7'], ['Bc7', 'Be8\n'], ['Rd2', 'Bd7'], ['Kf2', 'Be6'], ['Rd6', 'Bd7'], ['Ke3', 'Be8'], ['Rd2', 'Bf7'], ['c5', 'Be6'], ['Rb2', 'Bc8\n'], ['Bd6+', 'Kd7'], ['Ke4', 'Nxa5'], ['Kd5', 'Nc6'], ['Bf8', 'g6'], ['Rb6', 'f5'], ['Bh6', 'a5'], ['Kc4', 'a4\n'], ['Kb5', 'Nd4+'], ['Kxa4', 'Ne6'], ['Rd6+', 'Ke7'], ['Be3', 'g5'], ['Kb5', 'Bd7+'], ['Kb6', 'h6'], ['Rd1', 'Nd8\n'], ['Re1', 'Ne6'], ['c6', 'Bc8'], ['Bc5+', 'Kf6'], ['Ra1', 'f4'], ['Ra8', 'fxg3'], ['hxg3', 'Nxc5'], ['Rxc8', '']]",1-0
USA-ch,Modesto,1995.??.??,13,"De Firmian, Nick E","Wolff, Patrick G",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'e6'], ['a4', 'Nc6'], ['g3', 'Be7\n'], ['Bg2', 'O-O'], ['O-O', 'Qc7'], ['Kh1', 'Bd7'], ['f4', 'Rac8'], ['Nb3', 'Na5'], ['Nxa5', 'Qxa5'], ['g4', 'Qb4\n'], ['g5', 'Ne8'], ['Qd2', 'Bd8'], ['Ra3', 'Ba5'], ['Rb3', 'Qc4'], ['Qf2', 'f6'], ['Qg3', 'fxg5'], ['Qxg5', 'Bd8\n'], ['Qg3', 'Bc6']]",1/2-1/2
New York CITS,New York,1996.??.??,1,"Wolff, Patrick G","Kortschnoj, Viktor",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Be3', 'Be7'], ['f4', 'Bd7'], ['Be2', 'b5'], ['Bf3', 'Rc8'], ['Kb1', 'b4'], ['Nce2', 'Qc7'], ['g4', 'e5'], ['Nf5', 'Bxf5\n'], ['exf5', 'e4'], ['Bg2', 'Na5'], ['Bd4', 'Nc4'], ['Qc1', 'Nxg4'], ['Bxe4', 'Bf6'], ['Rhg1', 'Bxd4'], ['Rxd4', 'Nf6\n'], ['Rxg7', 'Kf8'], ['Rg1', 'Rg8'], ['Bd3', 'Rxg1'], ['Nxg1', 'd5'], ['Nf3', 'Qc5'], ['Qd1', 'Nd6'], ['Qe1', 'a5\n'], ['Qh4', 'Ke7'], ['Qe1+', 'Nde4'], ['Ka1', 'Kf8'], ['Qh4', 'Kg7'], ['Qe1', 'Kh7'], ['Qe3', 'a4'], ['Qe1', 'b3\n'], ['c3', 'a3'], ['axb3', 'axb2+'], ['Kxb2', 'Nxc3'], ['Ba6', 'Rc7'], ['Bc4', 'Nfe4'], ['Bxd5', 'Ra7'], ['b4', 'Nd1+\n'], ['Rxd1', '']]",1-0
New York CITS,New York,1996.??.??,2,"Adams, Michael","Wolff, Patrick G",,,B50,"[['e4', 'c5'], ['Nf3', 'd6'], ['c3', 'Nf6'], ['Be2', 'g6'], ['O-O', 'Nbd7'], ['d3', 'b6'], ['Nbd2', 'Bb7'], ['Re1', 'Bg7\n'], ['Bf1', 'O-O'], ['d4', 'e6'], ['b3', 'Qc7'], ['Bb2', 'Rad8'], ['a4', 'a6'], ['b4', 'd5'], ['e5', 'Ne4'], ['a5', 'Bh6\n'], ['Nb3', 'cxb4'], ['cxb4', 'Rfe8'], ['Bc1', 'Bf8'], ['axb6', 'Qxb6'], ['Nc5', 'Qxb4'], ['Ba3', 'Qb6'], ['Rb1', 'Bxc5\n'], ['Rxb6', 'Bxb6'], ['h4', 'Bc6'], ['Qc1', 'Bb5'], ['Qh6', 'Nxe5'], ['Nxe5', 'Bxd4'], ['Bxb5', 'axb5'], ['Qf4', 'f5\n'], ['Re2', 'Ra8'], ['Bb2', 'Ra4'], ['Bxd4', 'Rxd4'], ['Qc1', 'Rc4'], ['Nxc4', 'bxc4'], ['f3', 'Nc5'], ['Qc3', 'Nd3\n'], ['Qf6', '']]",1-0
New York CITS,New York,1996.??.??,3,"Wolff, Patrick G","Sokolov, Ivan",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d3', 'Bc5'], ['c3', 'Bb6'], ['Nbd2', 'O-O'], ['O-O', 'd6'], ['Bb3', 'Ne7\n'], ['Nc4', 'Ng6'], ['Re1', 'c6'], ['Nxb6', 'axb6'], ['d4', 'Qe7'], ['h3', 'h6'], ['a3', 'b5'], ['c4', 'bxc4'], ['Bxc4', 'b5\n'], ['Bf1', 'Bd7'], ['dxe5', 'dxe5'], ['b4', 'c5'], ['bxc5', 'Qxc5'], ['Bb2', 'Rfe8'], ['Rc1', 'Qb6'], ['Qc2', 'Rac8\n'], ['Qb3', 'Rxc1'], ['Bxc1', 'Bc6'], ['Be3', 'Qb7'], ['Nd2', 'Ra8'], ['f3', 'Nh5'], ['Rc1', 'Be8'], ['Rc5', 'Qe7\n'], ['Qc3', 'Kh7'], ['Nb1', 'Ng3'], ['Bd3', 'Rd8'], ['Kh2', 'Nh5'], ['Rd5', 'Ngf4'], ['Rxd8', 'Qxd8'], ['Bf1', 'Qh4\n'], ['Qd2', 'Qg3+'], ['Kh1', 'Qg6'], ['Kh2', 'Qg3+'], ['Kh1', 'Qg6']]",1/2-1/2
New York CITS,New York,1996.??.??,4,"Waitzkin, Joshua","Wolff, Patrick G",,,B50,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bc4', 'Nf6'], ['d3', 'e6'], ['Bb3', 'Be7'], ['O-O', 'O-O'], ['c3', 'b5'], ['Re1', 'Bb7\n'], ['Nbd2', 'Nc6'], ['d4', 'd5'], ['exd5', 'Nxd5'], ['Ne4', 'cxd4'], ['Nxd4', 'b4'], ['Bc2', 'bxc3'], ['bxc3', 'Rc8\n'], ['Rb1', 'Ba8'], ['Qd3', 'Ne5'], ['Qh3', 'Ng6'], ['Bd2', 'Qd7'], ['Nf3', 'Nf6'], ['Neg5', 'Rc5'], ['Rbd1', 'Bxf3\n'], ['Qxf3', 'Qd5'], ['Qh3', 'Qxa2'], ['Bb1', 'Qb3'], ['Be3', 'Rxc3'], ['Rd7', 'Bc5'], ['Rd2', 'Bxe3'], ['fxe3', 'Qb5\n'], ['Qg3', 'Qc5'], ['Rf2', 'Rc1'], ['Rxc1', 'Qxc1+'], ['Rf1', 'Qc5'], ['h4', 'Qe5'], ['Qh3', 'Rb8'], ['Ba2', 'h6\n'], ['Nf3', 'Qxe3+'], ['Kh1', 'Qf4'], ['h5', 'Ne5'], ['Nh2', 'Qg5']]",0-1
New York CITS,New York,1996.??.??,5,"Wolff, Patrick G","Sunye Neto, Jaime",,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e5'], ['Nb3', 'Be7'], ['O-O', 'O-O\n'], ['Kh1', 'Nbd7'], ['a4', 'b6'], ['Be3', 'Bb7'], ['f3', 'Qc7'], ['Rf2', 'Rfd8'], ['Bf1', 'h6'], ['Rd2', 'Rac8\n'], ['Nc1', 'Nc5'], ['N1a2', 'a5'], ['Nb5', 'Qd7'], ['Nac3', 'Qe6'], ['Nd5', 'Nxd5'], ['exd5', 'Qg6'], ['c3', 'Bg5\n'], ['Bxg5', 'Qxg5'], ['Ra3', '']]",1/2-1/2
New York CITS,New York,1996.??.??,6,"Wolff, Patrick G","Salov, Valery",,,B83,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'Be7'], ['O-O', 'Nc6'], ['Be3', 'Bd7\n'], ['Ndb5', 'Qb8'], ['a4', 'O-O'], ['Qd2', 'Rd8'], ['f4', 'a6'], ['Nd4', 'Nxd4'], ['Bxd4', 'Bc6'], ['Qe3', 'Nd7\n'], ['e5', 'Qc7'], ['Bd3', 'g6'], ['Rae1', 'Re8'], ['Qg3', 'f5'], ['exf6', 'Bxf6'], ['Bxf6', 'Nxf6'], ['f5', 'exf5\n'], ['Bxf5', 'Nh5'], ['Rxe8+', 'Rxe8'], ['Qg4', 'Qb6+'], ['Kh1', 'Kg7'], ['Bd3', 'Qe3'], ['b3', 'Re5'], ['Nd1', 'Qd2\n'], ['Nf2', 'Rg5'], ['Qd4+', 'Nf6'], ['Qxf6+', 'Kxf6'], ['Ne4+', 'Ke7'], ['Nxd2', 'Bxg2+'], ['Kg1', 'Bxf1+\n'], ['Kxf1', 'Rh5'], ['Nf3', 'Rc5'], ['Kf2', 'Kf6'], ['Ke3', 'h6'], ['Kd4', 'Rh5'], ['Bf1', 'Rf5'], ['Bd3', 'Rc5\n'], ['h3', '']]",1/2-1/2
